CF: Zone 1,CF: Zone 2,CF: Zone 3,CF: Zone 4,CF: Zone 5,CF: Zone 6,CF: Zone 7,CF: Zone 8,CF: Zone 9,CF: Zone 10,CF: Zone 11,CF: Zone 12,CF: Zone 13,CF: Zone 14,CF: Zone 15,CF: Zone 16,CF: Zone 17
0.28089504,0.2126196118106783,0.0815997726228651,0.0815997726228651,0.28089504,0.1206865717401305,0.1728013892961394,0.3015456838136083,0.0539728175503884,0.4834412747338413,0.1543615732805951,0.1240805778220887,0.1441838844075114,0.2412368334479107,0.2412368334479107,0.0491884406212123,0.0868795632079088
0.17056008,0.2887248302797802,0.13279024884718,0.13279024884718,0.17056008,0.2099817758683573,0.2738149250776761,0.324478010667299,0.167263940701057,0.4189385722639507,0.1673830972336076,0.1047872389063706,0.2102493635757489,0.3054090044368672,0.3054090044368672,0.0545504925387922,0.1287079318760118
0.137052,0.2130783658876038,0.0766132450331866,0.0766132450331866,0.137052,0.1986276124644536,0.2824068889730038,0.3548145642255617,0.3458144048664305,0.3689508442374501,0.0710465305878294,0.1005675842359142,0.1679602714357883,0.3485213483347221,0.3485213483347221,0.1123108301296244,0.0578504401008124
0.1246265999999999,0.1863077385247756,0.0941848184444349,0.0941848184444349,0.1246265999999999,0.1366024306131797,0.1674799843380072,0.3997047122158709,0.3751958370575063,0.2698075031369621,0.0603704189216293,0.0312546901296018,0.1349282439651552,0.1697322904798505,0.1697322904798505,0.1679967244997664,0.0392997694243559
0.1429779599999999,0.1420347896297294,0.1470228823598961,0.1470228823598961,0.1429779599999999,0.1710073208605593,0.2674046118306803,0.40332402669642,0.2265730672290179,0.2578401517604962,0.0219402294282253,0.0601314892810392,0.1547534669966397,0.3683494138036753,0.3683494138036753,0.220257580071519,0.1126454569592302
0.27729864,0.1715242268627287,0.1244034489619803,0.1244034489619803,0.27729864,0.1615996316210751,0.2368573885387543,0.4581612049463443,0.3013459715417381,0.3329255976176692,0.220630706408225,0.0286055750240163,0.1407440235151633,0.2623289388002227,0.2623289388002227,0.2385357792076101,0.1091901571224807
0.1437425999999999,0.1637706368301869,0.2143399395991486,0.2143399395991486,0.1437425999999999,0.1582914332071905,0.2652525605538687,0.4589971082397219,0.1884776099203268,0.3220521891732162,0.3751777120848559,0.021106651414434,0.1524152250150403,0.3936820028816746,0.3936820028816746,0.1720913823277364,0.0798993193782865
0.37350558,0.2094083332722006,0.2031004647144762,0.2031004647144762,0.37350558,0.1623233000241123,0.2750568959610029,0.5071292529830147,0.394635370797685,0.217423918109805,0.2290479168965527,0.0362737969183456,0.170543517325293,0.3640279123553137,0.3640279123553137,0.1103335734850169,0.0658612734542683
0.4394622600000001,0.228217250426142,0.2072292514068049,0.2072292514068049,0.4394622600000001,0.2365895123300306,0.1873021641694003,0.5272666349539112,0.3627847148388622,0.3597315108588582,0.2670330325562399,0.0728817244627062,0.2299893352710229,0.1173765341368674,0.1173765341368674,0.1191413530837233,0.109283543604555
0.21133224,0.2428973808877549,0.2087202021568124,0.2087202021568124,0.21133224,0.2313138404453885,0.195302756506891,0.562900916776617,0.3176994137180736,0.2034454659470624,0.2784140495545423,0.1169676231526339,0.2258298265159921,0.317126911342213,0.317126911342213,0.0416937544182314,0.1289880913222348
0.01673298,0.2913545895658174,0.2541368557724272,0.2541368557724272,0.01673298,0.238997971233889,0.2567982904891219,0.5334766022539127,0.4487506451514823,0.2662757271367789,0.241446240453684,0.1503548594730724,0.2232860427857169,0.35703724824767,0.35703724824767,0.1937345737041497,0.2004230604586937
0.0326916,0.2811941559606738,0.2513843313108748,0.2513843313108748,0.0326916,0.2410623645800533,0.1748857566149812,0.472876952581194,0.4121544718886281,0.2168187934298007,0.2777027359921483,0.1553267880299057,0.2222718740493966,0.1455212145935898,0.1455212145935898,0.121567986238469,0.1831087335387465
0.0274428,0.2575263223863394,0.2261528570799777,0.2261528570799777,0.0274428,0.2369335778877246,0.1097900081568018,0.3781450662095497,0.3094449401852976,0.2273874859342797,0.3267747466330393,0.1559239175599345,0.2030399120750529,0.0364479769073617,0.0364479769073617,0.2929220475630439,0.1523133539584446
0.0229343399999999,0.2742611542065757,0.2643397896274356,0.2643397896274356,0.0229343399999999,0.2266116111569031,0.1433652523394146,0.3696323898590917,0.3639245117773091,0.1914792648780282,0.320935246779603,0.2139061334463061,0.227566352800107,0.1444102403650349,0.1444102403650349,0.1815480920732864,0.2093011075426737
