,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1268.6283599467133,2421.693327422369,1260.6491573444005,1109.9110887238755,1951.2954465228008,1408.2777111835808,1362.9094991948582,1080.8303379712738,997.6468042692757,1043.435838502964,1080.7710561019376,958.8001053813553,1392.3534267367459,1379.9777458099966,1486.5935424629488,1301.9834902993202,1060.4732399610184
1,1184.121937765367,2244.7647245105045,1176.0486324355993,1040.5883996831897,1803.5218261290074,1318.511930393835,1279.8180364912128,1014.4047036943916,932.7028442615168,970.750694656433,1004.1710721869481,892.3081096449278,1285.1297521261795,1271.8155769491548,1373.052213036195,1218.9193673412763,999.6167304521449
2,1153.3628055384381,2193.361396085222,1159.3920066053315,1013.4171587004766,1757.6179090966343,1293.9707112037358,1250.8427584453216,989.1393594670992,918.81390761367,947.8403885256529,980.7001825902155,863.7335016526945,1243.2785000139684,1232.9874480194972,1346.0908359579155,1194.903228001507,965.8818658721614
3,1144.6929502955634,2159.1866310463765,1130.2504051135236,995.8917439620823,1695.9483913256647,1289.4837538982563,1279.8933774411275,977.7623641006146,918.3657709818364,918.8736626265702,967.8783211147114,848.5200906751958,1217.4379301224708,1206.8369427150744,1317.726307120156,1178.3629136055865,955.6039493989471
4,1150.9510835283913,2175.0660526550155,1151.7096176221535,993.3091487581698,1684.5970451234334,1307.5686012287265,1296.270083490489,971.4696507834572,921.1124901207397,909.7280282568529,974.3024784122734,846.5711711490035,1222.511607900975,1200.976163861171,1318.7526894917016,1161.4927741634467,954.4842743678203
5,1205.1725955763206,2283.3298980395753,1195.5151842346966,1042.241695689517,1773.5075476861227,1365.4613194277429,1344.364916994513,1023.5834728348575,961.1836817741718,952.2091954501103,1028.8090114963534,882.5755930977771,1272.6697937648432,1253.178461195549,1379.3442944948943,1202.6158724672619,991.8427890498881
6,1286.073151711942,2441.008681748298,1266.953464387523,1106.7752051830894,1905.224914336935,1457.156766227909,1442.2340994467872,1090.5507594886149,1024.1161218722782,1021.2282312899996,1104.2095794963648,953.8663472142205,1367.904295342727,1334.4651587426006,1476.8441970067997,1309.8040036986845,1053.3307121201824
7,1373.935757513798,2633.3092777085203,1336.2354306293332,1206.7539200063277,2047.2360170263346,1562.4228210735039,1532.060308897654,1183.6811016621741,1120.218341246496,1078.868622702617,1193.8535021080488,1029.583721093758,1469.9377712446444,1446.6725151789706,1580.931222466707,1390.7699515866968,1130.621839253194
8,1414.0276188320408,2674.944256381552,1367.5728718661862,1241.2762741623794,2103.3688341394795,1590.374623096001,1569.0541646784818,1238.9670212926117,1175.8593167262072,1145.811139195465,1262.8904347575567,1055.5839682649646,1484.0373878145062,1509.0057612532712,1575.4978207961399,1384.888450838617,1147.2179689613577
9,1497.558430890571,2843.9333214088865,1427.5152097606806,1315.9658728658546,2261.9509398038217,1639.1936908790567,1631.4223273045743,1324.7720368240703,1269.672092347315,1238.2299214361676,1338.568968001615,1148.960794681846,1560.7222648180568,1574.7460612627992,1690.9146787927098,1458.9893014066847,1214.4997078436184
10,1547.7338726302894,2967.9453609021,1508.114469753572,1371.0610953731266,2331.2168737356556,1714.756441758981,1710.0630923620463,1392.651983434177,1330.0522770983603,1342.1756515485495,1413.3539144219098,1208.5054875091714,1652.5081151018617,1635.7811584350736,1761.3250666257368,1519.0304161526096,1254.7657996301486
11,1614.5546574723314,3088.796289639058,1584.2089683981712,1449.0175317978994,2511.9131358562245,1807.475899685755,1795.6458124194721,1469.6552944858222,1388.742175164916,1430.2419318135585,1472.379395710316,1291.2882180946697,1738.3396479270803,1741.674034205722,1859.8636091312114,1611.45583235716,1340.0717861589505
12,1690.8614425961196,3246.8532933335955,1661.8869068464396,1509.5033294708087,2638.7256531173716,1875.623852979788,1833.16310326565,1524.8766295454418,1450.339632788388,1494.162550123669,1530.896247007231,1351.5627271240335,1837.28189904063,1808.9449340662636,1962.8261565656876,1703.3616372905055,1400.930059485786
13,1658.553335945273,3221.541018512189,1613.401505337865,1478.235785299894,2649.515023116312,1792.7846872668547,1792.742012996106,1523.2077037989466,1419.9415819576343,1475.610059972235,1510.9180555382327,1316.9606257530359,1808.0726513397808,1771.382828136463,1919.3551221644395,1657.285998810246,1361.7159011407368
14,1639.915230910177,3131.054754680147,1562.1691649452277,1438.9595282471892,2574.9382118395147,1774.3072486335477,1734.3998060945632,1503.8284954090445,1407.535670905413,1471.283928813954,1486.7628067800085,1299.127764939668,1753.1230264674189,1726.7322481642755,1865.0214896923837,1612.1549584570612,1340.686300814452
15,1610.408015142164,3133.9694208881238,1532.5855999496707,1408.2810951225147,2537.773959359893,1736.2273295063528,1693.1998297491837,1491.5191636869745,1415.9469430316851,1442.4896006585695,1482.888570519873,1262.1036256360358,1719.4926719418588,1694.6150496103055,1845.7160027696686,1587.383828385784,1308.194968392314
16,1677.2275995840866,3278.6430300226893,1590.5980267972927,1473.7277735332377,2652.139310750242,1803.220392278722,1773.403414255312,1547.3555770953249,1463.3104114066405,1493.6354027462066,1521.4190458126632,1297.7001994905581,1792.4440603852554,1773.3873058013903,1934.3136930134183,1644.7780142691595,1362.2017803466842
17,1714.8705819774755,3374.01365260229,1669.4660277724054,1557.5082071313723,2750.3369653747613,1857.3874409907835,1820.2437328357896,1597.57576178637,1526.3275394270513,1492.0122658830646,1575.2605821311358,1334.3426698611333,1845.9146990861973,1852.696903537211,1986.0256577179694,1697.4591434259842,1408.3765386243945
18,1939.4785591262262,3798.2482762097407,1874.545799320419,1736.3477601188683,3108.853963395814,2083.003442257817,2004.5669502683754,1763.309970536192,1680.458440559795,1645.7248796635627,1753.2770360964646,1484.9715626507034,2052.3545317625167,2116.02233887525,2277.1680910168097,1963.3540454848103,1613.2946688518705
19,1932.7886193257787,3751.73452325356,1850.5799691176064,1707.9254920425542,3077.53658304008,2073.6035546666826,2023.8498664279775,1729.4922649238656,1658.221987964293,1616.0083579559314,1727.5805194249015,1473.7238405598541,2046.6356864114746,2100.5730673861376,2273.1630775045514,1957.8551690320592,1578.5247784308826
20,1839.364436740269,3566.5892788424417,1744.497071737952,1632.942181939282,2903.9529726557594,2010.0098435910004,1975.4990487396394,1646.316721804869,1588.519150184393,1553.244453048368,1643.370902923164,1403.423903064751,1991.6355753756084,2015.0018306141105,2162.2395056684863,1862.9435075186357,1498.433855902992
21,1767.0147562135628,3392.077636894619,1684.0236139711196,1558.6183762073274,2753.6118929757404,1919.3001552489225,1898.7562575877178,1555.8860164033097,1463.8839840473315,1467.884780650968,1539.5807014533289,1337.7942183176237,1916.644347743831,1924.517596759716,2043.0131409017729,1773.9799450671994,1443.4662505570896
