,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1227.4341824791745,2442.1115164268035,1119.57068848983,1115.5354149037585,2054.18699241075,1337.8575791295773,1304.2036283307866,1052.6353287794225,948.3477068890434,1045.2855607777835,1071.8136463683604,935.8277430931148,1438.4341821606417,1432.8992813680763,1502.429236025815,1286.1387146284878,1012.3682702421269
1,1171.2385268946337,2316.1377182370015,1060.6674418734563,1072.8110138497655,1898.9263061539214,1237.045253514822,1205.7483130576716,976.024634226296,871.1337806005257,957.3324018548285,981.8339419117806,857.0576275294245,1309.5035624007246,1297.4807652829852,1364.4238191699003,1180.0830038350507,935.3815469997555
2,1128.89018613821,2273.463827779362,1034.2943113439628,1043.2470622453552,1855.5347724141416,1198.2746153815597,1156.8808249696876,946.8832320965676,846.3243118725383,933.8893848727303,949.8858995528353,825.4451479497918,1264.1622954249822,1245.831641541677,1338.6123764675865,1144.4189925624846,892.760153697381
3,1111.3654306670635,2222.939357653009,995.3541527258171,1023.2549389435464,1803.1797151894411,1184.659708373235,1136.3019817392908,923.8367888552725,832.5205683143176,902.8302078276616,925.1626330493096,806.1705056350893,1198.6804772098458,1220.7172364978142,1291.4008846560773,1126.016732566137,877.9360470042916
4,1108.3728753749879,2233.7745756365434,994.4172328707263,1022.711093123655,1738.8120254732162,1198.9800581517254,1145.7160465203106,915.8646270282859,832.1480827500218,895.3638611009815,934.7340912369446,804.7441898331699,1192.8854567152482,1221.5339984009593,1291.7906026165676,1100.7421477692722,871.6734774314218
5,1166.1412506571892,2349.1524675448863,1039.4859567847102,1076.18519381327,1805.833119815089,1257.7014335302215,1201.70385047623,963.3104752381684,874.8190361572936,939.7188975856028,990.7944419874264,843.1409864016471,1247.2404661653336,1156.8188652611625,1357.639308801523,1141.1575739277378,912.4860538618275
6,1244.5854019037906,2503.289954551993,1109.5140786947213,1137.4098867999492,1857.184695155585,1335.8493634469087,1296.2198887757663,1024.7239076638862,933.377096321482,999.8143810805503,1072.8652692148653,914.0717753225247,1360.326465124724,1232.585315942957,1360.8849761278284,1252.1290317843304,943.978815947167
7,1330.2150701597034,2709.095449391023,1180.0204800604788,1232.9875656502154,2003.4434868536769,1437.3560065666707,1378.2307269331118,1122.2301902845102,1025.2237649536582,1057.0512096093553,1165.8256452304609,993.1424117507474,1464.7247722148622,1337.0568946118387,1455.3624065468598,1321.0809621749663,1016.896077853395
8,1365.3213137207233,2737.2209281804853,1206.7788018430006,1269.8008774811124,2086.6059439877213,1457.2498230462677,1434.269138024828,1169.4877449302903,1078.7459805873991,1124.8607936832514,1234.9258294725973,1025.4617780294611,1492.3607791397922,1435.351187870941,1458.8731827617173,1331.42485999506,1034.491622700867
9,1445.4671316383224,2913.4340858226533,1267.558057267288,1354.1686056246858,2253.4335039165653,1510.7305152221297,1510.363571904495,1258.2366949411644,1177.345411045043,1215.6443691851482,1317.1075793103714,1123.318466505187,1580.209827137386,1516.0320589593043,1584.3793539566827,1410.7436878041717,1105.877288747462
