CF: Zone 1,CF: Zone 2,CF: Zone 3,CF: Zone 4,CF: Zone 5,CF: Zone 6,CF: Zone 7,CF: Zone 8,CF: Zone 9,CF: Zone 10,CF: Zone 11,CF: Zone 12,CF: Zone 13,CF: Zone 14,CF: Zone 15,CF: Zone 16,CF: Zone 17
0.7931439,0.564272256523761,0.6299840559436167,0.6299840559436167,0.7931439,0.6377376459761587,0.7776307784000261,0.4479859829623309,0.6946480228713154,0.7461949636169105,0.81,0.5714745769658948,0.5650644664786264,0.81,0.81,0.7128923352000783,0.4189942245495033
0.71142786,0.4165315114401426,0.5440612318389347,0.5440612318389347,0.71142786,0.6338608509598875,0.7921717778776799,0.4340900145778793,0.5557852882765999,0.7623593339441069,0.81,0.5458492392976614,0.4904027576330925,0.81,0.81,0.7565153336330394,0.4660079532867855
0.67913478,0.4407986329107424,0.6053906375591476,0.6053906375591476,0.67913478,0.6699603977804601,0.8063434339950322,0.4243086139266114,0.6302878920209434,0.694677630816107,0.81,0.5399609089242939,0.5506258666057511,0.81,0.81,0.7990303019850965,0.559977715379617
0.623052,0.3970909997648003,0.6085405335098678,0.6085405335098678,0.623052,0.6768223249592599,0.8038341789571416,0.370875531989463,0.456125709840994,0.6942245051374485,0.7843249664478621,0.5800414106708259,0.5121820237733572,0.81,0.81,0.7915025368714246,0.3493712019901564
0.46431144,0.3363974695279289,0.4165315114401426,0.4165315114401426,0.46431144,0.4397260529562407,0.7994744651537001,0.3880599577909245,0.6619926060586928,0.7222027370157794,0.8013147221425776,0.575637215637634,0.3741571862208243,0.81,0.81,0.7784233954611005,0.3460377794266226
0.39549384,0.1912700361456025,0.2819113630386839,0.2819113630386839,0.39549384,0.3493508108760442,0.7972534788764754,0.3965155040261723,0.5438463453109202,0.6959578881493265,0.7479935542304013,0.5241614854453552,0.2441102367923815,0.81,0.81,0.771760436629426,0.2450380565642637
0.3945526200000001,0.0961635992339899,0.2043620384260211,0.2043620384260211,0.3945526200000001,0.21021115290682,0.81,0.3666734650458591,0.5557852882765999,0.703113042156842,0.707971342780753,0.5158576713088502,0.1749331881396365,0.81,0.81,0.81,0.2359352487946134
0.35907138,0.0618119647273152,0.191683560947338,0.191683560947338,0.35907138,0.2084908251183497,0.81,0.4214272154917454,0.5946228135866428,0.755520466051144,0.6338478141440208,0.5703489879250008,0.1403724755432031,0.81,0.81,0.81,0.2207639025118629
0.43072236,0.2153721362722307,0.438653473001739,0.438653473001739,0.43072236,0.250810888714718,0.81,0.47507497779178,0.4772768387618578,0.7673276799897044,0.4349911804254097,0.7014804827916994,0.2467148448601571,0.81,0.81,0.81,0.2287429068531613
0.4180831200000001,0.2570481843343326,0.4064760743666897,0.4064760743666897,0.4180831200000001,0.403124262008872,0.81,0.5169803306488869,0.5839784547979644,0.7729213768662501,0.6459834002591867,0.7294544498275688,0.3272944229352,0.81,0.81,0.81,0.2376209539371412
0.50035644,0.422296628695589,0.5177136139003717,0.5177136139003717,0.50035644,0.3782668557036556,0.81,0.5348990266151934,0.6625460876995847,0.777231290332643,0.6313245734666099,0.7601466559411045,0.447390274713891,0.81,0.81,0.81,0.269407873297943
0.6489315000000001,0.6079347842885755,0.6110846802392957,0.6110846802392957,0.6489315000000001,0.6152037749440836,0.8041301804770091,0.5283735096353955,0.7424933651688715,0.753247319119043,0.6463438632131027,0.7852382301449551,0.6102553846621476,0.7923905414310273,0.7923905414310273,0.81,0.377064250979515
0.6173415,0.5135444439266238,0.7043445798279603,0.7043445798279603,0.6173415,0.5748236002930451,0.7954535087994558,0.5471342331486267,0.6909581452653695,0.7190991420106263,0.6368516720933194,0.7753447819790376,0.5961947327974491,0.7663605263983669,0.7663605263983669,0.81,0.3493712019901564
0.6392115000000002,0.3743416007496812,0.6069655855345076,0.6069655855345076,0.6392115000000002,0.5458445575464196,0.8037971330659966,0.6113054271953693,0.7946150858695705,0.6849604169628173,0.5927564030612591,0.7903856469072243,0.5290559700439754,0.8006600812396205,0.8006600812396205,0.8067100689255783,0.4335767611486668
0.6811419600000002,0.383549677839217,0.3537994331572153,0.3537994331572153,0.6811419600000002,0.6417355908366884,0.7887522821882254,0.6571445033398841,0.7818211349423846,0.6229202842966644,0.4984448618987557,0.7848189509759048,0.4700277440457518,0.7814987974044354,0.7814987974044354,0.8063520910276717,0.3981057261777289
0.5498928000000001,0.4817724934370261,0.4172018739117062,0.4172018739117062,0.5498928000000001,0.4126434091050742,0.7917126256126765,0.6771641297811051,0.7971135707908849,0.5891784048541638,0.3947010345230586,0.7717862747166356,0.3702909693800202,0.8094233398497064,0.8094233398497064,0.7872662111944958,0.2393066590796691
0.3848715,0.3894488675889762,0.2750978957975876,0.2750978957975876,0.3848715,0.4119730466335107,0.7432930241589281,0.7271411426138817,0.81,0.5606345740178815,0.3912437942806127,0.7477077531843277,0.3074249186449958,0.7157992810435784,0.7157992810435784,0.7174744522932829,0.1508951456882991
0.30523068,0.2932671417738444,0.2921913311568291,0.2921913311568291,0.30523068,0.3818067354131519,0.6915633778823115,0.7491269360276857,0.7040966866476517,0.4241812937690793,0.436320888210966,0.706370353845778,0.2900740367076331,0.727378205948248,0.727378205948248,0.6711519057682681,0.1167544621704999
0.37665486,0.253104659099345,0.384890402782344,0.384890402782344,0.37665486,0.3400610408183049,0.5036153170759843,0.7619198023862417,0.771056386079275,0.4179100250749006,0.5570881932568954,0.7008907207988716,0.3123620177265574,0.5705007202566482,0.5705007202566482,0.4534424943041459,0.1182486458836889
0.41297364,0.2540221672531958,0.3847563302880314,0.3847563302880314,0.41297364,0.2349838730607917,0.5490398170643447,0.7499819970455913,0.7704231655579156,0.4212597807291897,0.6035689260150917,0.6505848036387049,0.2552874386447181,0.6568105541164219,0.6568105541164219,0.4081147023126324,0.1250658590751137
0.51030486,0.4304750508486641,0.4954301192130974,0.4954301192130974,0.51030486,0.47386544693509,0.5239253302177577,0.7184330090854201,0.7830875759851034,0.4291631854649151,0.5569408039601832,0.5818800666431366,0.4092470882898299,0.4388757440633239,0.4388757440633239,0.6114832464875312,0.1935426943833882
0.54721008,0.4810536710277591,0.4488504270926014,0.4488504270926014,0.54721008,0.4721402731528494,0.4583307917690181,0.722094649599646,0.806579693137816,0.4061833278142349,0.4263480798192948,0.5178144155538734,0.3937293184293501,0.2746375289821212,0.2746375289821212,0.6045141023048813,0.2500951719918471
0.5636044800000001,0.4161292939572044,0.4237714261330287,0.4237714261330287,0.5636044800000001,0.3964206372932368,0.5073904624933289,0.6999745693445985,0.4923052724687872,0.4012919612382958,0.3105417121226662,0.4332677408375475,0.3896340172545692,0.5719443590847137,0.5719443590847137,0.4916745338005719,0.2306533726813595
0.33453324,0.43275428325198,0.4147885690140776,0.4147885690140776,0.33453324,0.4155930039799536,0.367827669458926,0.6824809684311401,0.6726932511159364,0.3255467244941211,0.3948340053016143,0.4024195547826177,0.3858327120004907,0.3375904917300429,0.3375904917300429,0.4122870489609993,0.1961765097422298
0.3447684,0.3663602490099332,0.3925325349581683,0.3925325349581683,0.3447684,0.4319498482861036,0.2357988587276381,0.6563264118769823,0.7008285678612751,0.3169219377684306,0.3716740121727941,0.4261450307808102,0.351158016280462,0.1492451725024325,0.1492451725024325,0.3410908130847525,0.132630164123133
0.36733824,0.3357432603689331,0.3469956579036597,0.3469956579036597,0.36733824,0.3918621724866048,0.2104735403338364,0.6461344249261579,0.6087114890709199,0.3174181558919011,0.4851846313673723,0.4246726383161021,0.3166548750428068,0.1673220413060366,0.1673220413060366,0.2561737122051756,0.1574796840854031
