Hour of year,Demand (MW),Demand (MW)-90%fromHydro
1175,27421,24678.9
1176,26772.1,24094.89
1177,26148.9,23534.01
1178,26100,23490
1179,26247.5,23622.75
1180,26572,23914.8
1181,26860.9,24174.81
1182,27731.4,24958.26
1183,28906.3,26015.67
1184,29477.6,26529.84
1185,29804.6,26824.14
1186,29966.3,26969.67
1187,29610.3,26649.27
1188,28526.6,25673.94
1189,27617,24855.3
1190,26764,24087.6
1191,25943.8,23349.42
1192,25962.4,23366.16
1193,27031.3,24328.17
1194,30238.3,27214.47
1195,31423.9,28281.51
1196,31367.3,28230.57
1197,30698,27628.2
1198,29915.9,26924.31
1199,29321.5,26389.35
1200,28122.3,25310.07
1201,27561.6,24805.44
1202,27615.3,24853.77
1203,28084,25275.6
1204,28824.7,25942.23
1205,29412.7,26471.43
1206,30966.9,27870.21
1207,33490.7,30141.63
1208,35743.7,32169.33
1209,34453.6,31008.24
1210,33952.2,30556.98
1211,33488.2,30139.38
1212,32245.9,29021.31
1213,31050,27945
1214,29953.7,26958.33
1215,29326,26393.4
1216,29573,26615.7
1217,30844.6,27760.14
1218,33478.2,30130.38
1219,34180.8,30762.72
1220,33755.8,30380.22
1221,32738.5,29464.65
1222,31993.7,28794.33
1223,31382.9,28244.61
1224,28780.3,25902.27
1225,28325.6,25493.04
1226,28248.9,25424.01
1227,28724.2,25851.78
1228,28698.6,25828.74
1229,29365.8,26429.22
1230,30451.4,27406.26
1231,33588,30229.2
1232,35217.6,31695.84
1233,35483.4,31935.06
1234,32156.4,28940.76
1235,30393.1,27353.79
1236,30021.9,27019.71
1237,29628.8,26665.92
1238,28914.9,26023.41
1239,28350.6,25515.54
1240,29156.4,26240.76
1241,30487.5,27438.75
1242,32836.2,29552.58
1243,32620.8,29358.72
1244,32397.5,29157.75
1245,31188.1,28069.29
1246,30048.6,27043.74
1247,29417.6,26475.84
1248,26473.3,23825.97
1249,25971.3,23374.17
1250,25501.2,22951.08
1251,25496.5,22946.85
1252,25320.8,22788.72
1253,25708.3,23137.47
1254,27330.5,24597.45
1255,28880.6,25992.54
1256,31297.8,28168.02
1257,30671,27603.9
1258,29909.4,26918.46
1259,29062,26155.8
1260,28228.7,25405.83
1261,27500.3,24750.27
1262,27080.9,24372.81
1263,26921.3,24229.17
1264,27782.9,25004.61
1265,28395.4,25555.86
1266,30514.5,27463.05
1267,31034.1,27930.69
1268,30482.4,27434.16
1269,29551.6,26596.44
1270,28643.3,25778.97
1271,27986.7,25188.03
1272,25102.3,22592.07
1273,24707.7,22236.93
1274,24117.2,21705.48
1275,24104,21693.6
1276,24239.2,21815.28
1277,24508.3,22057.47
1278,26120.4,23508.36
1279,27953.6,25158.24
1280,30591.1,27531.99
1281,29432.1,26488.89
1282,28151.7,25336.53
1283,27788.4,25009.56
1284,27081.6,24373.44
1285,26951.7,24256.53
1286,26983.8,24285.42
1287,26840.5,24156.45
1288,27173.8,24456.42
1289,27842.4,25058.16
1290,29936.5,26942.85
1291,30749.9,27674.91
1292,30371.2,27334.08
1293,29885.2,26896.68
1294,28936,26042.4
1295,28817.8,25936.02
1296,26074.9,23467.41
1297,25797.9,23218.11
1298,25319,22787.1
1299,25291.4,22762.26
1300,25507.2,22956.48
1301,26001.8,23401.62
1302,27748.9,24974.01
1303,29537.5,26583.75
1304,32305.2,29074.68
1305,31651.4,28486.26
1306,30843.3,27758.97
1307,30297,27267.3
1308,29786,26807.4
1309,29454.7,26509.23
1310,29370.7,26433.63
1311,29337.6,26403.84
1312,30170.9,27153.81
1313,30675.3,27607.77
1314,32393.1,29153.79
1315,32232.7,29009.43
1316,31787.9,28609.11
1317,30848.6,27763.74
1318,29753.8,26778.42
1319,29269.6,26342.64
1320,26449.7,23804.73
1321,25640.4,23076.36
1322,25260.8,22734.72
1323,25332,22798.8
1324,25462.6,22916.34
1325,25543.1,22988.79
1326,26301.9,23671.71
1327,27236.6,24512.94
1328,28369.5,25532.55
1329,29106,26195.4
1330,29384.8,26446.32
1331,29065.9,26159.31
1332,28723.4,25851.06
1333,28440.1,25596.09
1334,28238.8,25414.92
1335,28245.6,25421.04
1336,28575.6,25718.04
1337,29515.5,26563.95
1338,30938.8,27844.92
1339,31333.1,28199.79
1340,30685.9,27617.31
1341,30182.1,27163.89
1342,29675.4,26707.86
1343,29195.7,26276.13
1344,28166.8,25350.12
1345,27766.6,24989.94
1346,27628.7,24865.83
1347,27820,25038
1348,28166.8,25350.12
1349,28738.5,25864.65
1350,29761.5,26785.35
1351,30590.6,27531.54
1352,31032.8,27929.52
1353,30846.9,27762.21
1354,30799.6,27719.64
1355,30073.6,27066.24
1356,29637,26673.3
1357,29008.3,26107.47
1358,28034.8,25231.32
1359,27653.4,24888.06
1360,27910.3,25119.27
1361,29524.5,26572.05
1362,32097.3,28887.57
1363,34244.5,30820.05
1364,34270.7,30843.63
1365,32393.5,29154.15
1366,31619.4,28457.46
1367,30415.8,27374.22
1368,29497.9,26548.11
1369,28924,26031.6
1370,29382.4,26444.16
1371,29355.3,26419.77
1372,30042.4,27038.16
1373,30528.9,27476.01
1374,31955.7,28760.13
1375,34347.4,30912.66
1376,36587.4,32928.66
1377,36054.7,32449.23
1378,35142.3,31628.07
1379,34344.5,30910.05
1380,32806.8,29526.12
1381,31588.5,28429.65
1382,32184.2,28965.78
1383,32972.4,29675.16
1384,33527.7,30174.93
1385,34507.1,31056.39
1386,36004.9,32404.41
1387,36230.4,32607.36
1388,35541.7,31987.53
1389,34447,31002.3
1390,33241.6,29917.44
1391,31942.2,28747.98
1392,29333.4,26400.06
1393,28366.9,25530.21
1394,28855.5,25969.95
1395,28774.7,25897.23
1396,29150.9,26235.81
1397,29295.6,26366.04
1398,30886.2,27797.58
1399,32802.2,29521.98
1400,34738.7,31264.83
1401,32977.4,29679.66
1402,31324.1,28191.69
1403,30195.3,27175.77
1404,29721.8,26749.62
1405,29076.4,26168.76
1406,28699.4,25829.46
1407,28644,25779.6
1408,29080.9,26172.81
1409,30246.5,27221.85
1410,33213.2,29891.88
1411,34465.5,31018.95
1412,34306.6,30875.94
1413,33718.4,30346.56
1414,32983.4,29685.06
1415,32000.1,28800.09
1416,29664.7,26698.23
1417,28775,25897.5
1418,28772.4,25895.16
1419,28678.1,25810.29
1420,28827.7,25944.93
1421,29077.4,26169.66
1422,30693.1,27623.79
1423,32958.3,29662.47
1424,34802,31321.8
1425,34354.8,30919.32
1426,33578.7,30220.83
1427,32969.6,29672.64
1428,32723.4,29451.06
1429,32241,29016.9
1430,31840.7,28656.63
1431,31450.9,28305.81
1432,31614.2,28452.78
1433,32842.8,29558.52
1434,34620.3,31158.27
1435,35215.4,31693.86
1436,34660.7,31194.63
1437,33859.4,30473.46
1438,32487.6,29238.84
1439,31400.3,28260.27
1440,29338.6,26404.74
1441,28501.4,25651.26
1442,28268,25441.2
1443,28279.5,25451.55
1444,28604.4,25743.96
1445,28851,25965.9
1446,30361.7,27325.53
1447,32997.8,29698.02
1448,34750.5,31275.45
1449,34068.8,30661.92
1450,33099.2,29789.28
1451,32645.8,29381.22
1452,32245.7,29021.13
1453,31649.7,28484.73
1454,31187.1,28068.39
1455,31042.6,27938.34
1456,31268.7,28141.83
1457,32284,29055.6
1458,33403.5,30063.15
1459,33452.4,30107.16
1460,32954.2,29658.78
1461,32126.1,28913.49
1462,31464.5,28318.05
1463,30169.1,27152.19
1464,27903.8,25113.42
1465,27115.4,24403.86
1466,26562.7,23906.43
1467,26744,24069.6
1468,26887,24198.3
1469,27099.9,24389.91
1470,27294.4,24564.96
1471,29097.2,26187.48
1472,29120.3,26208.27
1473,29662.9,26696.61
1474,30834.2,27750.78
1475,30225.9,27203.31
1476,29823.9,26841.51
1477,29178.5,26260.65
1478,28953,26057.7
1479,27390.2,24651.18
1480,27039.5,24335.55
1481,27787.4,25008.66
1482,29528.4,26575.56
1483,30663.8,27597.42
1484,29720.7,26748.63
1485,29112.3,26201.07
1486,28288.2,25459.38
1487,27469.6,24722.64
1488,26682.2,24013.98
1489,25874.7,23287.23
1490,25448.5,22903.65
1491,25807.5,23226.75
1492,25578.3,23020.47
1493,25873.9,23286.51
1494,26662,23995.8
1495,27921.4,25129.26
1496,28472.3,25625.07
1497,28964,26067.6
1498,28910.8,26019.72
1499,28530.6,25677.54
1500,27940,25146
1501,27324.3,24591.87
1502,26656.1,23990.49
1503,26350,23715
1504,26606.4,23945.76
1505,27946.8,25152.12
1506,30378.1,27340.29
1507,32021.6,28819.44
1508,31863.5,28677.15
1509,31182.8,28064.52
1510,30444.9,27400.41
1511,30028.6,27025.74
1512,29178.9,26261.01
1513,29153.5,26238.15
1514,29441.2,26497.08
1515,29935.7,26942.13
1516,30444.5,27400.05
1517,31000,27900
1518,32912.7,29621.43
1519,35128.2,31615.38
1520,35745.7,32171.13
1521,35392.9,31853.61
1522,34806.3,31325.67
1523,33695.5,30325.95
1524,33529.5,30176.55
1525,32833.8,29550.42
1526,31588.5,28429.65
1527,30967.7,27870.93
1528,31264.5,28138.05
1529,32965.8,29669.22
1530,34920.1,31428.09
1531,36894.2,33204.78
1532,36547.6,32892.84
1533,35395.2,31855.68
1534,34568.2,31111.38
1535,33251.6,29926.44
1536,31673.6,28506.24
1537,31195.1,28075.59
1538,31418.8,28276.92
1539,31723.6,28551.24
1540,32097.9,28888.11
1541,32777.4,29499.66
1542,34641.2,31177.08
1543,36505.7,32855.13
1544,36565,32908.5
1545,34964,31467.6
1546,33924.9,30532.41
1547,32273.9,29046.51
1548,31757.3,28581.57
1549,31042.8,27938.52
1550,30420.9,27378.81
1551,29739.1,26765.19
1552,29836.2,26852.58
1553,31080.5,27972.45
1554,33370.9,30033.81
1555,34652.7,31187.43
1556,34492.5,31043.25
1557,33805.9,30425.31
1558,32911.7,29620.53
1559,31493.5,28344.15
1560,30273.1,27245.79
1561,28917.5,26025.75
1562,28938.5,26044.65
1563,28810.6,25929.54
1564,28893.6,26004.24
1565,29014.6,26113.14
1566,30046.4,27041.76
1567,32477.4,29229.66
1568,33636,30272.4
1569,32618,29356.2
1570,30766.2,27689.58
1571,29570.7,26613.63
1572,28427.1,25584.39
1573,27261.9,24535.71
1574,26581.4,23923.26
1575,25717,23145.3
1576,25827.4,23244.66
1577,26652.5,23987.25
1578,28368.5,25531.65
1579,29626.4,26663.76
1580,28972.3,26075.07
1581,28031.3,25228.17
1582,27762.8,24986.52
1583,26177.5,23559.75
1584,24908.5,22417.65
1585,23417.3,21075.57
1586,22889.9,20600.91
1587,22795.2,20515.68
1588,22436.3,20192.67
1589,22585.6,20327.04
1590,23555.8,21200.22
1591,25909.2,23318.28
1592,27613.4,24852.06
1593,28124.1,25311.69
1594,27671.4,24904.26
1595,27467,24720.3
1596,27664.5,24898.05
1597,27369.9,24632.91
1598,27014.9,24313.41
1599,26782.6,24104.34
1600,26873.7,24186.33
1601,27457.1,24711.39
1602,28383.5,25545.15
1603,29078.8,26170.92
1604,28602.9,25742.61
1605,28270.2,25443.18
1606,27691.6,24922.44
1607,26868.7,24181.83
1608,25615.7,23054.13
1609,24151.7,21736.53
1610,24029.5,21626.55
1611,24025.9,21623.31
1612,24689.5,22220.55
1613,24922.2,22429.98
1614,26846.2,24161.58
1615,28825,25942.5
1616,29935.1,26941.59
1617,29425.4,26482.86
1618,28776.1,25898.49
1619,28404.4,25563.96
1620,28111.9,25300.71
1621,27161.4,24445.26
1622,26914.9,24223.41
1623,26610.3,23949.27
1624,26927.8,24235.02
1625,27592.8,24833.52
1626,29501.5,26551.35
1627,30762.4,27686.16
1628,30554.8,27499.32
1629,30131.1,27117.99
1630,29267.5,26340.75
1631,28367.7,25530.93
1632,26987.8,24289.02
1633,26358.2,23722.38
1634,26765.4,24088.86
1635,26827.1,24144.39
1636,27186.9,24468.21
1637,27882.3,25094.07
1638,29343.2,26408.88
1639,29893.4,26904.06
1640,30360.2,27324.18
1641,30038.3,27034.47
1642,29730.6,26757.54
1643,29024.3,26121.87
1644,28603.2,25742.88
1645,27885.4,25096.86
1646,26925.5,24232.95
1647,26378.5,23740.65
1648,26279.3,23651.37
1649,27079.5,24371.55
1650,29024.1,26121.69
1651,30527.5,27474.75
1652,30073,27065.7
1653,29751.6,26776.44
1654,28970.1,26073.09
1655,28206.3,25385.67
1656,27917.1,25125.39
1657,27094.3,24384.87
1658,26772,24094.8
1659,26699.7,24029.73
1660,26464.7,23818.23
1661,27140.6,24426.54
1662,28113.9,25302.51
1663,28612.1,25750.89
1664,28886.1,25997.49
1665,28538.3,25684.47
1666,27975,25177.5
1667,27280.9,24552.81
1668,26580.1,23922.09
1669,25366.6,22829.94
1670,24570.6,22113.54
1671,23592.1,21232.89
1672,23972.4,21575.16
1673,24819.1,22337.19
1674,25613,23051.7
1675,27323.8,24591.42
1676,27316,24584.4
1677,26486,23837.4
1678,25834.5,23251.05
1679,24425.1,21982.59
1680,23901.9,21511.71
1681,23215.7,20894.13
1682,23247.5,20922.75
1683,23410.8,21069.72
1684,23868.3,21481.47
1685,24884.3,22395.87
1686,27996,25196.4
1687,29990.7,26991.63
1688,29554.1,26598.69
1689,27958.3,25162.47
1690,27094.4,24384.96
1691,26620.5,23958.45
1692,25964,23367.6
1693,25196.4,22676.76
1694,24452.7,22007.43
1695,24329.7,21896.73
1696,24989.6,22490.64
1697,25936.2,23342.58
1698,26795,24115.5
1699,27528.6,24775.74
1700,26910.8,24219.72
1701,26070.2,23463.18
1702,25178.8,22660.92
1703,23166.7,20850.03
1704,22224,20001.6
1705,21774.8,19597.32
1706,21722.6,19550.34
1707,22004.2,19803.78
1708,22344.2,20109.78
1709,23324,20991.6
1710,26068.1,23461.29
1711,28599.4,25739.46
1712,28883.9,25995.51
1713,28650.9,25785.81
1714,28664.7,25798.23
1715,28789,25910.1
1716,28597.5,25737.75
1717,28091.5,25282.35
1718,27414,24672.6
1719,27589.9,24830.91
1720,28441.7,25597.53
1721,29191.5,26272.35
1722,29507.3,26556.57
1723,29960.2,26964.18
1724,29337.6,26403.84
1725,28478.3,25630.47
1726,27619.1,24857.19
1727,25576.1,23018.49
1728,24386.1,21947.49
1729,23977,21579.3
1730,24075.1,21667.59
1731,24044,21639.6
1732,24395.8,21956.22
1733,25159.7,22643.73
1734,28330.4,25497.36
1735,30454.5,27409.05
1736,30309.5,27278.55
1737,29694.4,26724.96
1738,29283.3,26354.97
1739,29880.1,26892.09
1740,29150.7,26235.63
1741,28611.6,25750.44
1742,28370.9,25533.81
1743,28733.4,25860.06
1744,29641.7,26677.53
1745,30684.8,27616.32
1746,30936.7,27843.03
1747,31304.3,28173.87
1748,30163.6,27147.24
1749,29410.9,26469.81
1750,28615.6,25754.04
1751,26213,23591.7
1752,25213.4,22692.06
1753,24965,22468.5
1754,24838.8,22354.92
1755,24908.5,22417.65
1756,25248.3,22723.47
1757,26161.2,23545.08
1758,29284.5,26356.05
1759,30943.6,27849.24
1760,30924.1,27831.69
1761,29778,26800.2
1762,29494,26544.6
1763,29173.5,26256.15
1764,27969.8,25172.82
1765,27437,24693.3
1766,26680.1,24012.09
1767,26567,23910.3
1768,26595.3,23935.77
1769,27876.6,25088.94
1770,28987.6,26088.84
1771,29250.7,26325.63
1772,30193.2,27173.88
1773,28729.3,25856.37
1774,27923.9,25131.51
1775,25213.9,22692.51
1776,24118.8,21706.92
1777,24220,21798
1778,23767.6,21390.84
1779,23925.5,21532.95
1780,24084.5,21676.05
1781,25185.9,22667.31
1782,28394.9,25555.41
1783,30534.7,27481.23
1784,30764.4,27687.96
1785,30280.4,27252.36
1786,30351.4,27316.26
1787,30164.4,27147.96
1788,29568.5,26611.65
1789,28910.1,26019.09
1790,28479,25631.1
1791,28381.1,25542.99
1792,28644.8,25780.32
1793,29112.3,26201.07
1794,29152.7,26237.43
1795,29140.9,26226.81
1796,28567,25710.3
1797,27820.3,25038.27
1798,27216.6,24494.94
1799,24799.2,22319.28
1800,23736.2,21362.58
1801,23061.9,20755.71
1802,23138,20824.2
1803,23077.2,20769.48
1804,23257.1,20931.39
1805,23702.7,21332.43
1806,24485.8,22037.22
1807,26346.2,23711.58
1808,26889.1,24200.19
1809,27120.2,24408.18
1810,27141.9,24427.71
1811,26373.8,23736.42
1812,25503.3,22952.97
1813,24333.6,21900.24
1814,23532,21178.8
1815,22866.8,20580.12
1816,22801.3,20521.17
1817,23803.5,21423.15
1818,24225.4,21802.86
1819,24675.7,22208.13
1820,24226.2,21803.58
1821,24001.8,21601.62
1822,23194.2,20874.78
1823,21848.7,19663.83
1824,20856.4,18770.76
1825,20274.9,18247.41
1826,20146,18131.4
1827,20306.9,18276.21
1828,20405.2,18364.68
1829,21044.5,18940.05
1830,21838.2,19654.38
1831,23008.8,20707.92
1832,23515.6,21164.04
1833,23686.3,21317.67
1834,23888.5,21499.65
1835,23640.4,21276.36
1836,22743.9,20469.51
1837,21792.3,19613.07
1838,21167.5,19050.75
1839,20826.8,18744.12
1840,21107.3,18996.57
1841,21703.7,19533.33
1842,22094.7,19885.23
1843,23436.4,21092.76
1844,23552.9,21197.61
1845,22501.3,20251.17
1846,22019.6,19817.64
1847,19652.9,17687.61
1848,19285,17356.5
1849,18512,16660.8
1850,18679.1,16811.19
1851,18781.5,16903.35
1852,19129.6,17216.64
1853,19614.1,17652.69
1854,22527.2,20274.48
1855,25357.1,22821.39
1856,25253.7,22728.33
1857,24734.5,22261.05
1858,24507.2,22056.48
1859,24254.5,21829.05
1860,24051.3,21646.17
1861,23841.2,21457.08
1862,23424.9,21082.41
1863,23283.2,20954.88
1864,23262,20935.8
1865,24097.1,21687.39
1866,24363,21926.7
1867,25320.5,22788.45
1868,25047.3,22542.57
1869,24502.6,22052.34
1870,22773.7,20496.33
1871,21014.9,18913.41
1872,19627.4,17664.66
1873,19120.9,17208.81
1874,19064.2,17157.78
1875,19464.1,17517.69
1876,19428.6,17485.74
1877,20449.8,18404.82
1878,23306.8,20976.12
1879,25335.4,22801.86
1880,25101.1,22590.99
1881,24070.9,21663.81
1882,23996.9,21597.21
1883,24011.1,21609.99
1884,23595,21235.5
1885,22943,20648.7
1886,22871.4,20584.26
1887,22338.9,20105.01
1888,22925.3,20632.77
1889,22989.1,20690.19
1890,22965.3,20668.77
1891,24432.9,21989.61
1892,24208.2,21787.38
1893,23599.2,21239.28
1894,21517.1,19365.39
1895,19649.1,17684.19
1896,18288.4,16459.56
1897,17613.8,15852.42
1898,17749.2,15974.28
1899,17798.2,16018.38
1900,18028,16225.2
1901,18639.3,16775.37
1902,20597.7,18537.93
1903,23249.2,20924.28
1904,23147.7,20832.93
1905,23559.9,21203.91
1906,22427.9,20185.11
1907,23034.8,20731.32
1908,22354.3,20118.87
1909,22310.6,20079.54
1910,21794.9,19615.41
1911,21626.9,19464.21
1912,21994.8,19795.32
1913,22519.5,20267.55
1914,22713.2,20441.88
1915,22962,20665.8
1916,23723.8,21351.42
1917,22676.1,20408.49
1918,21710.7,19539.63
1919,19202.6,17282.34
1920,17546.4,15791.76
1921,16865.6,15179.04
1922,17073.2,15365.88
1923,16943.7,15249.33
1924,17336.3,15602.67
1925,17234.7,15511.23
1926,19375.4,17437.86
1927,22960.5,20664.45
1928,22636.3,20372.67
1929,22539.9,20285.91
1930,22355.7,20120.13
1931,22901.6,20611.44
1932,21915.1,19723.59
1933,22125.5,19912.95
1934,22149.3,19934.37
1935,21909.4,19718.46
1936,22142.8,19928.52
1937,22634.4,20370.96
1938,23007.9,20707.11
1939,23444.5,21100.05
1940,23267.4,20940.66
1941,22569.9,20312.91
1942,21901.3,19711.17
1943,19332.2,17398.98
1944,18082.8,16274.52
1945,17603.3,15842.97
1946,17410,15669
1947,17647.4,15882.66
1948,17884.3,16095.87
1949,18959.6,17063.64
1950,20596,18536.4
1951,23806.5,21425.85
1952,23789.7,21410.73
1953,23738,21364.2
1954,22814,20532.6
1955,23203.8,20883.42
1956,22908.3,20617.47
1957,22601.9,20341.71
1958,22281.1,20052.99
1959,22006.4,19805.76
1960,22323,20090.7
1961,22907.2,20616.48
1962,23178.6,20860.74
1963,23827.8,21445.02
1964,23610.7,21249.63
1965,23020.6,20718.54
1966,22456.1,20210.49
1967,20064.5,18058.05
1968,18867.2,16980.48
1969,18473.4,16626.06
1970,18145.5,16330.95
1971,18171.2,16354.08
1972,18463.2,16616.88
1973,19003.5,17103.15
1974,20495.3,18445.77
1975,22701.2,20431.08
1976,23631.4,21268.26
1977,24688.8,22219.92
1978,24747.9,22273.11
1979,25120.5,22608.45
1980,24211.7,21790.53
1981,23136.8,20823.12
1982,22822.6,20540.34
1983,22548.6,20293.74
1984,23189.4,20870.46
1985,23995.4,21595.86
1986,23661.7,21295.53
1987,24393.6,21954.24
1988,24491.1,22041.99
1989,23260.8,20934.72
1990,23226.8,20904.12
1991,20963,18866.7
1992,20253.5,18228.15
1993,20017.4,18015.66
1994,19989.1,17990.19
1995,19900.7,17910.63
1996,20120,18108
1997,20658.4,18592.56
1998,21581.2,19423.08
1999,23130.4,20817.36
2000,24321.9,21889.71
2001,25430.7,22887.63
2002,25862.4,23276.16
2003,25872.9,23285.61
2004,25498.2,22948.38
2005,24916.1,22424.49
2006,24359.5,21923.55
2007,24111.6,21700.44
2008,24159.5,21743.55
2009,24994.3,22494.87
2010,25083.2,22574.88
2011,25586.9,23028.21
2012,25689.2,23120.28
2013,24505.7,22055.13
2014,23386.7,21048.03
2015,21682.3,19514.07
2016,20984,18885.6
2017,20642.5,18578.25
2018,20964.9,18868.41
2019,21568.5,19411.65
2020,22296.8,20067.12
2021,23642.6,21278.34
2022,27368.2,24631.38
2023,30685.2,27616.68
2024,30158.2,27142.38
2025,30346,27311.4
2026,29686.8,26718.12
2027,29503.3,26552.97
2028,29029.8,26126.82
2029,28515.6,25664.04
2030,27407.7,24666.93
2031,27263.9,24537.51
2032,28172.2,25354.98
2033,28775.5,25897.95
2034,29447.5,26502.75
2035,31035.2,27931.68
2036,31162.1,28045.89
2037,30745.4,27670.86
2038,29538.2,26584.38
2039,26776.6,24098.94
2040,25763.1,23186.79
2041,26152.9,23537.61
2042,26309.2,23678.28
2043,26417.4,23775.66
2044,26766.2,24089.58
2045,28199.6,25379.64
2046,32645.3,29380.77
2047,33876.6,30488.94
2048,32667,29400.3
2049,31522.6,28370.34
2050,30484.3,27435.87
2051,29827.4,26844.66
2052,28692.3,25823.07
2053,28116.5,25304.85
2054,26898.4,24208.56
2055,26443.7,23799.33
2056,27214.4,24492.96
2057,27743.7,24969.33
2058,28532.8,25679.52
2059,30193.2,27173.88
2060,29892.3,26903.07
2061,29067.2,26160.48
2062,27189.4,24470.46
2063,25042,22537.8
2064,23857.4,21471.66
2065,23667.9,21301.11
2066,23718.8,21346.92
2067,24137.4,21723.66
2068,24188.5,21769.65
2069,26222.3,23600.07
2070,28679.6,25811.64
2071,31416.6,28274.94
2072,31171.4,28054.26
2073,30325.3,27292.77
2074,30367.7,27330.93
2075,30200.5,27180.45
2076,29605.2,26644.68
2077,28326.1,25493.49
2078,30180.5,27162.45
2079,29340.4,26406.36
2080,30137.5,27123.75
2081,30691.7,27622.53
2082,30435.3,27391.77
2083,30692.6,27623.34
2084,30225.7,27203.13
2085,29371.8,26434.62
2086,27872.6,25085.34
2087,25524.7,22972.23
2088,24428.2,21985.38
2089,24074.6,21667.14
2090,23824.1,21441.69
2091,24014,21612.6
2092,24332.2,21898.98
2093,25610.3,23049.27
2094,28128.2,25315.38
2095,31313.3,28181.97
2096,30937.9,27844.11
2097,29775.2,26797.68
2098,29168.5,26251.65
2099,28371.5,25534.35
2100,28185.3,25366.77
2101,27902.1,25111.89
2102,27620.5,24858.45
2103,27669.2,24902.28
2104,28529.8,25676.82
2105,29207.6,26286.84
2106,29239,26315.1
2107,29829.4,26846.46
2108,29723.6,26751.24
2109,28854.2,25968.78
2110,27760.1,24984.09
2111,25188.8,22669.92
2112,24232.8,21809.52
2113,24010.5,21609.45
2114,24285.5,21856.95
2115,24471.8,22024.62
2116,25103.6,22593.24
2117,26465.8,23819.22
2118,29694.5,26725.05
2119,31964.4,28767.96
2120,31115.5,28003.95
2121,29830.7,26847.63
2122,29086.6,26177.94
2123,28325.2,25492.68
2124,27362.3,24626.07
2125,26318.1,23686.29
2126,25657.2,23091.48
2127,25269.3,22742.37
