,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,176431.35003121634,103435.4619769666,17694.56060196342,52270.25330930235,25274.53098747759,22380.535630382103,35421.49944310064,16407.354396455517,103614.10349650857,91578.57716509438,584432.0284775749,109075.34236699744,0.0,14036.632537681138,97995.97883016444,0.0,0.0,0.0,0.0,0.0,102491.4846163977,46997.6516309608,14502.84038377178
1,214318.30536685398,125647.24422172645,21494.29929404795,63494.79334802912,26797.98085822315,23729.546780389792,37556.56888414949,21302.370204863135,134526.62371969345,118900.38494121307,758793.1076138603,141617.18380544832,0.0,16679.697586761606,116448.39224920416,0.0,0.0,0.0,0.0,0.0,138466.2963148951,52083.46844276611,16072.254745618857
2,228445.10947048748,133929.2899491944,22911.097336343617,67680.05650458926,27555.02291238797,24399.90567548968,38617.54068668418,24916.08508270667,157347.5988941336,139070.53905604934,887514.0863509284,165640.99520082164,0.0,18473.411606587575,128971.10812442313,0.0,0.0,0.0,0.0,0.0,156638.13702512346,55832.320103881175,17229.099723544787
3,202723.81358788736,118849.80366859707,20331.47059384477,60059.763110081156,26563.36481225295,23521.79484311756,37227.76151099612,20400.006012361446,128828.10252156467,113863.78812997542,726650.7815138513,135618.30788319095,0.0,16234.820560038033,113342.50773054939,0.0,0.0,0.0,0.0,0.0,130186.11630010778,48867.50888512052,15079.853071777055
4,181217.0032922473,106241.12126500547,18174.52083370406,53688.06997374617,25273.857246236694,22379.939034154264,35420.55521489712,16403.49720294464,103589.74492912562,91557.0480212092,584294.6347592873,109049.69992077434,0.0,14207.534901203391,99189.12429100006,0.0,0.0,0.0,0.0,0.0,102774.26813732812,46529.643957442735,14358.419538221671
5,178819.35240423362,104835.46332939877,17934.056885926053,52977.73238781501,26099.733322391476,23111.250288073086,36577.99584103894,16589.069843393965,104761.65493417741,92592.83221666669,590904.7555665254,110283.37835557005,0.0,15174.559173006854,105940.3511122133,0.0,0.0,0.0,0.0,0.0,104202.98681008274,48378.47961292474,14928.94524486395
6,174476.71980694475,102289.53139146749,17498.527850688304,51691.166786807255,25957.166390259346,22985.007616908257,36378.19254856143,16938.859887507057,106970.61446275392,94545.20514482826,603364.3209591298,112608.76658674306,0.0,14597.175908038793,101909.38157170493,0.0,0.0,0.0,0.0,0.0,100394.48428295036,49019.34420814988,15126.707401261523
7,176773.0597786056,103635.79431913247,17728.831177076012,52371.4895978142,25348.062300572266,22445.647429033463,35524.551379736935,16111.132795248559,101743.43410620213,89925.19953280775,573880.577762909,107106.07469669411,0.0,14754.45413917221,103007.41090083505,0.0,0.0,0.0,0.0,0.0,99183.9522482586,47722.99155079182,14726.670484132734
8,166080.23585434497,97366.96974658022,16656.43207736682,49203.59106382928,24860.644992807913,22014.040590169083,34841.450597210576,15327.295101131305,96793.4197406762,85550.16508050544,545960.1804519875,101895.15752015848,0.0,14348.388387468944,100172.48516627979,0.0,0.0,0.0,0.0,0.0,95492.86305769224,46103.70461680145,14226.980411879877
9,148191.70687352293,86879.55773679679,14862.365092813734,43903.864337298386,23956.819527662698,21213.705342153946,33574.766233169816,12502.11196748053,78952.10233304343,69781.24552413545,445326.8016802797,83113.46913174918,0.0,12060.233182278162,84197.85532211565,0.0,0.0,0.0,0.0,0.0,75395.95040995904,42513.43248127301,13119.070933237528
10,169258.20425439093,99230.100247757,16975.155220593853,50145.108618674094,25054.696697027965,22185.872901620678,35113.408258318865,15564.87840662792,98293.78235916678,86876.24974655375,554422.9276937849,103474.600479794,0.0,13955.16677896797,97427.23011178005,0.0,0.0,0.0,0.0,0.0,101287.17366731743,46328.979296287805,14296.49713464616
11,145004.1941914771,85010.8317605657,14542.68473945245,42959.519155517075,23919.31323110328,21180.493607901484,33522.20228002068,12884.760768379876,81368.56823614874,71917.02146299502,458956.80012490577,85657.30087670336,0.0,12926.863513878132,90248.18736586372,0.0,0.0,0.0,0.0,0.0,79154.53497629729,41368.807461637065,12765.855115362156
12,143123.36345791855,83908.16720694934,14354.053448068587,42402.29676359166,23784.1923126464,21060.844363710465,33332.83435306517,11759.24823507379,74260.84268243074,65634.9095581093,418865.90204208554,78174.94498054322,0.0,11872.853673482883,82889.6755768801,0.0,0.0,0.0,0.0,0.0,71887.77211232836,40673.31743011752,12551.236287280377
13,137677.63359901897,80715.52834964094,13807.893159700498,40788.92318158172,23288.73262462433,20622.11601671602,32638.462415083493,10767.850249749854,68000.06407209148,60101.36559321995,383552.1810367894,71584.17647160428,0.0,11224.249179216984,78361.4789372229,0.0,0.0,0.0,0.0,0.0,64834.34402524017,40089.035406605464,12370.934748117508
14,160160.2206676401,93896.27417213081,16062.705013173527,47449.70382468934,24176.196303830195,21407.96294313288,33882.21622536537,12829.886753907527,81022.03328130952,71610.73904553227,457002.18082347163,85292.50093571373,0.0,12606.032791553676,88008.32530574546,0.0,0.0,0.0,0.0,0.0,80573.71001044835,43972.372726452224,13569.280183509007
15,184937.98760138827,108422.60279284585,18547.703844237054,54790.46358102926,25012.434716749452,22148.450021017976,35054.179356637505,16548.96503485173,104508.38900948326,92368.98495799043,589476.2172390356,110016.76342079103,0.0,14524.732149584477,101403.61945242106,0.0,0.0,0.0,0.0,0.0,108489.20015276616,45578.735592235265,14064.982062909346
16,174791.0867989401,102473.83364297547,17530.05618048986,51784.302401882305,25052.18483052435,22183.64864994967,35109.887952521574,16067.48437605743,101467.78992163416,89681.5734107382,572325.8155781401,106815.90200023068,0.0,14150.812648344965,98793.12099922821,0.0,0.0,0.0,0.0,0.0,99223.99260332012,46995.8799581293,14502.293669470197
