Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,HX,0.9,0.5,True,True,False,no-metal-air,0.07859691049315043,2294.970228910446,152896640781.53857,9687499733.338657,5974904177.008527,136000000.0,2590317600.0,388804386.58800495,0.0,0.0,0.0,0.0,525551478.2143467,0.0,0.0,71922091.52777812,0.0,0.0,0,15971.50123030546,11789.577507646696,11,0,0,0,1975371.8975472786,143209141048.19992,694338863.2083262,0.0,0.0,1054200000.0,141329741316.5677,101538868.42400008,13332000.0,15990000.0,6749999.999999998,2,19,9,141329741.3165677,0.0,0.0,3921428.2472460805,Production:,0.0,471179.10488780035,4547709.340675801,22774061.311999835,0.0,65857306.03568255,29758928.204796076,0.0,19784324.81344,37566924.07333683,53776647.27800471,0.0,established:,0.0,0.0,0.0,0.0,0.0,90.0,6.0,0.0,1984.0,868.0,1169.0,0.0,decommissioned:,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,HE,0.9,0.5,True,True,False,no-metal-air,0.027982904970046515,2997.354367494583,156809380070.4555,9917389883.694462,6255212054.834208,137500000.0,2686914600.0,386759406.06949925,0.0,0.0,0.0,0.0,379081731.2629777,0.0,0.0,71922091.52777812,0.0,0.0,0,13859.774841023787,6569.835327786907,11,0,0,0,1798223.0851493448,146891990186.76105,694611030.8600794,0.0,0.0,1054200000.0,144994972462.91522,114432692.98577788,21054000.0,12720000.0,6749999.999999998,2,15,12,144994972.46291545,0.0,0.0,8368813.600684368,Production:,0.0,471179.10488780035,4546332.757489961,24129584.148474917,0.0,63584495.889892645,34418463.31001804,0.0,19662986.63225999,37317824.778175585,59158912.23226183,0.0,established:,0.0,0.0,0.0,0.0,0.0,91.0,7.0,0.0,1972.0,868.0,1286.0,0.0,decommissioned:,35.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,RF,0.95,0.5,True,True,False,no-metal-air,0.05685077177945253,115.9786925315857,368303510199.52673,8816860205.753815,5343742116.686697,137000000.0,2320119600.0,349155322.7667349,0.0,0.0,0.0,0.0,594921074.7726046,0.0,0.0,71922091.52777812,0.0,0.0,0,15759.253210782521,15263.961439995397,10,0,0,0,1892106.4507308279,359486649993.77295,347610573.41945326,0.0,0.0,1054200000.0,358063599420.3543,0.0,1979999.9999999993,19260000.0,3375000.000000003,0,24,2,358063599.420354,0.0,0.0,9319209.791485565,Production:,0.0,471179.10488780035,4547709.340675799,22456107.676767923,0.0,61799896.553347,20077920.0,0.0,20352725.27430999,37544608.361157425,37491845.6215345,0.0,established:,0.0,0.0,0.0,0.0,0.0,94.0,4.0,0.0,2041.0,868.0,815.0,0.0,decommissioned:,34.0,0.0,2.3899229811260826e-15,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,HE,0.95,0.5,True,True,False,no-metal-air,0.0040289951975712715,644.6037907600403,220018336803.825,9917176404.503857,6260779124.761562,138000000.0,2689954600.0,389707087.67207044,0.0,0.0,0.0,0.0,366813500.54244745,0.0,0.0,71922091.52777812,0.0,0.0,0,13329.070030224797,6425.1365583267625,11,0,0,0,1920170.1167796652,210101160399.32117,347542653.38649535,0.0,0.0,1054200000.0,208674217745.93463,0.0,9240000.000000002,15960000.0,3375000.000000003,0,19,7,208674217.74593425,0.0,0.0,8186265.12170315,Production:,0.0,471179.10488780035,4534343.2376291985,24067867.16493281,0.0,64510997.27188252,33576050.65632877,0.0,19186008.53884,37300767.481227204,59664937.1424911,0.0,established:,0.0,0.0,0.0,0.0,0.0,92.0,7.0,0.0,1924.0,868.0,1297.0,0.0,decommissioned:,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,ME,0.95,0.5,True,True,False,no-metal-air,0.0038059306726946356,679.4796118736267,283455183469.1726,9340668174.429533,5848460886.443453,137000000.0,2539590600.0,359267838.35049576,0.0,0.0,0.0,0.0,384426758.1078155,0.0,0.0,71922091.52777812,0.0,0.0,0,14080.893278579631,6641.22660518365,11,0,0,0,1795546.1027162827,274114515294.74307,347649504.9012508,0.0,0.0,1054200000.0,272690345789.84186,0.0,3960000.0,18360000.0,3375000.000000003,0,21,4,272690345.78984195,0.0,0.0,9968608.987499978,Production:,1.024060762135597e-06,471179.10488780035,4547709.340675801,24215266.760756236,0.0,60013497.721780695,29600174.870793603,0.0,18670749.346837733,37267382.76627203,51706545.37252117,0.0,established:,0.0,0.0,0.0,0.0,0.0,91.0,6.0,0.0,1873.0,868.0,1124.0,0.0,decommissioned:,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,5,4,HX,0.95,0.5,True,True,False,no-metal-air,0.002347235897495263,713.4157502651215,216019581756.58194,9583625711.470547,6009515876.143743,137000000.0,2599697600.0,376457803.5553181,0.0,0.0,0.0,0.0,389032340.24370944,0.0,0.0,71922091.52777812,0.0,0.0,0,14274.240911079869,6700.410767928861,11,0,0,0,1831790.4465973568,206435956045.1114,347569445.5247451,0.0,0.0,1054200000.0,205008986599.587,0.0,9240000.0,15960000.0,3375000.000000003,0,19,6,205008986.59958652,0.0,0.0,8633173.182612766,Production:,0.0,471179.10488780035,4538145.113709624,24262251.557452947,0.0,63577020.66043313,29286350.12657614,0.0,19046401.4081,37302361.88518446,54788697.09846326,0.0,established:,0.0,0.0,0.0,0.0,0.0,92.0,6.0,0.0,1910.0,868.0,1191.0,0.0,decommissioned:,34.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HE,0.85,0.5,True,True,False,no-metal-air,0.07928538493494479,1024.9104280471802,93723301948.95364,9855419501.130577,6343260598.137641,120500000.0,2745823600.0,385823099.3532378,0.0,1489815.4067375308,3026554.0811909614,37749323.1287189,64812695.923422486,0.0,76031938.16520779,78391692.34117584,0.0,14488.113129741101,3,2431.6455760995277,1072.009242809156,4,0,0,0,4145138.780928207,83867882447.82307,1041155660.3773608,0.0,0.0,1054200000.0,81589087804.98526,148278982.46044457,22440000.0,12720000.0,10110511.886870263,3,15,13,81589087.80498533,0.0,273360.6250894555,1.4913639620509194e-10,Production:,31420.76150453508,877082.406064999,2775161.674941136,23840732.60027326,0.0,75376383.6250352,4392038.710269485,0.0,32951865.505638707,22922916.03273523,43903007.557795964,0.0,established:,0.0,0.0,0.0,0.0,0.0,152.0,1.0,0.0,1970.0,868.0,949.0,0.0,decommissioned:,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HX,0.85,0.5,True,True,False,no-metal-air,0.0933812120135409,1119.557721376419,89741368403.90468,9586368080.24473,6170724947.0475445,125500000.0,2651420600.0,383379791.59831834,0.0,1230117.5776365441,2658611.9118417148,29743758.922229677,103759233.09369466,0.0,43553089.05265305,75628048.61845197,0.0,11962.611305456297,2,3632.5441670674036,1931.374932851491,6,0,0,0,4578530.657647921,80155000323.65994,1041155660.3773534,0.0,0.0,1054200000.0,77876205680.82214,148278982.46044457,22440000.0,12720000.0,10113037.388694547,3,15,13,77876205.68082207,0.0,225709.64727276034,-2.7118246359569302e-08,Production:,25943.637617558667,880783.453456999,2781549.621862779,23843297.632357292,0.0,74932092.67631099,4294805.014337998,0.0,34281039.70453931,23057332.67436361,41774937.64456236,0.0,established:,0.0,0.0,0.0,0.0,0.0,143.0,1.0,0.0,2058.0,868.0,903.0,0.0,decommissioned:,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HX,0.8,0.5,True,True,False,no-metal-air,0.05754104420410759,3318.9865441322327,26534850626.125877,9488114007.837652,6152349635.31894,123500000.0,2649234600.0,384727426.3993558,0.0,1472775.596824706,3186305.762661905,49803771.90002319,6131130.78557473,0.0,43553089.05265305,75628048.61845197,0.0,14322.404886552187,2,222.85820497365447,107.33678186455609,4,0,0,0,4492091.735199283,17046736618.288223,1388333655.3907084,0.0,0.0,1054200000.0,14241484804.993525,319122157.9040003,32076000.0,11520000.0,13485677.595113445,6,14,17,14241484.80499352,0.0,270234.0544632489,2103556.6455465676,Production:,31061.385570488364,880783.4534569978,2782039.1801985404,23368144.780020185,0.0,75259958.89725259,4136162.4926200747,0.0,34975468.60158145,23102612.449675407,41034739.41387243,0.0,established:,0.0,0.0,0.0,0.0,0.0,141.0,1.0,0.0,2112.0,868.0,887.0,0.0,decommissioned:,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HE,0.8,0.5,True,True,False,no-metal-air,0.052465306112689285,4449.438835859299,30528485666.12822,9793869102.346142,6359710217.167943,120000000.0,2744083600.0,386243903.22407484,0.0,1601109.3741653422,3219055.4520008904,51182397.995142505,10248790.835898519,0.0,43553089.05265305,75628048.61845197,0.0,15570.42143683727,2,371.31763618141065,180.42587105255106,4,0,0,0,4560516.892404635,20734616563.782078,1388478972.4566536,0.0,0.0,1054200000.0,17930263433.42145,319122157.9040003,30162000.0,12390000.0,13484429.578563163,6,15,16,17930263.43342144,0.0,293781.53654409945,4497438.427439875,Production:,33767.99270621833,880783.453456999,2782583.216879467,23803098.180295996,0.0,75610016.81918466,4012489.582310211,0.0,33230249.102240905,22910984.18331199,43625433.22128715,0.0,established:,0.0,0.0,0.0,0.0,0.0,151.0,1.0,0.0,2002.0,868.0,943.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,HX,0.9,0.5,True,True,False,no-metal-air,0.024630511443648383,5244.463399887085,152990860081.62357,9535702780.558157,6178155013.451268,125000000.0,2655007600.0,370940732.058298,0.0,1340827.1031058328,2818349.8009017967,20506235.686707813,64093711.88988523,0.0,43553089.05265305,75628048.61845197,0.0,13039.236048552135,2,2107.5738841179295,1305.7227375481211,4,0,0,0,4555111.030092261,143455157301.0654,694331794.4026725,0.0,0.0,1054200000.0,141575764638.23877,101538868.42400008,13332000.000000004,15989999.999999998,6736960.763951448,2,18,9,141575764.63823885,0.0,246023.32167079498,3803484.6210950543,Production:,28278.542720781028,880783.453456999,2782061.4885970335,23969239.98295817,0.0,70906653.55385096,8133035.787719693,0.0,34373247.025966175,23057138.265038878,41682412.86572609,0.0,established:,0.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,2069.0,868.0,901.0,0.0,decommissioned:,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,10,4,RF,0.8,0.5,True,True,False,no-metal-air,0.06333388807971008,5856.516197681427,178665109947.3979,8954912249.959522,5591882480.995654,139000000.0,2404005600.0,331457163.91509265,0.0,35066.281944046445,170140.3413082009,15884593.370472198,337269299.5482085,0.0,58355387.210658066,76887584.57813117,0.0,341.01154918063514,2,12220.680611764881,5936.429830339525,10,0,0,0,3912040.860947917,169710197697.43835,1388207937.189122,0.0,0.0,1054200000.0,167032297751.47162,201466008.77777794,18546000.0,15480000.0,13499658.988450816,4,17,12,167032297.7514719,0.0,6434.180173219531,6505.743350071169,Production:,739.5609394505207,880601.489412399,2781954.4124688106,23539267.526952174,0.0,58046629.2862425,20610159.839591518,0.0,35488411.420455195,23012991.584661976,38952931.890057065,0.0,established:,0.0,0.0,0.0,0.0,0.0,103.0,5.0,0.0,2142.0,868.0,842.0,0.0,decommissioned:,38.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Power_network_size,cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
