Power_network_size,cluster_method,Base_Year,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,Metal-air-cost,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,e-shed-cost,storage1-cost,storage2-cost,tran-est-cost,trans_FOM,CCS-cost,emission_e,num-est-tran,total-str1-lev,total-str1-cap,num-est-str1,total-str2-lev,total-str2-cap,num-est-str2,total-flow,NG-cost,NG-import-cost,LCDF-import-cost,inv-storage,FOM-storage,g-shed-cost,pipe-est-cost,pipe_FOM,pipe_Dec_cost,emission_g,num-est-pipe,num_decom_pipe,num_operational_pipe,total-ng-shed,total-LCDF-import,total-flowGE,total-flowGL,Production:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,OCGT,CCGT,CCGT-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
17,joint_CF_with_extreme_days,2004,3,4,HE,0.95,0.5,True,True,False,no-metal-air,0.455854642089227,595.561595916748,15988019071.577757,10035345993.701908,6323059359.678283,148800000.0,2790379600.0,568460548.009622,0.0,0.0,0.0,0.0,132724394.48622473,0.0,0.0,71922091.52777812,0.0,0.0,0,3830.769426499668,3144.9643407547737,17,0,0,0,2901197.879999982,5952673077.875849,347076441.508103,4579134311.792635,0.0,505800000.0,0.0,472236324.57511157,35705999.99999999,12720000.000000004,3375000.000000003,8,14,19,0.0,228956715.5896316,0.0,408965.5072247466,Production:,0.0,571571.4731404003,2257352.1999609447,23219741.071323965,0.0,105169808.7237066,21305752.195544597,0.0,0.0,45980659.969659865,100580644.43368414,0.0,established:,0.0,0.0,0.0,0.0,0.0,145.0,5.0,0.0,0.0,953.0,1587.0,0.0,decommissioned:,54.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2004,3,4,HE,0.9,0.5,True,True,False,no-metal-air,0.7293349741570299,626.4980161190033,15049587396.302023,10025544843.63991,6323183462.739691,148354000.0,2793267000.0,556648862.2823511,0.0,0.0,0.0,0.0,132169427.090096,0.0,0.0,71922091.52777812,0.0,0.0,0,4126.269565238374,2874.2868422816478,17,0,0,0,2901197.879999982,5024042552.662113,694126278.0951896,3305549406.1322565,0.0,505800000.0,0.0,469012868.4346671,37884000.0,11670000.0,6749999.999999998,8,13,20,0.0,165277470.30661267,0.0,375023.3457722837,Production:,0.0,520211.98443639994,2198973.977039144,23251621.813943528,0.0,101254355.95678835,25188541.249204732,0.0,0.0,46027019.833501935,100644022.28146844,0.0,established:,0.0,0.0,0.0,0.0,0.0,142.0,6.0,0.0,0.0,953.0,1588.0,0.0,decommissioned:,53.0,12.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,HX,0.85,0.5,True,True,False,no-metal-air,0.6297789269481769,663.8696875572205,11596151566.9828,8131746001.55776,5091584681.335518,154800000.0,2314054600.0,390139375.5209549,0.0,0.0,0.0,0.0,109245253.17350894,0.0,0.0,71922091.52777812,0.0,0.0,0,3337.110250002457,2436.4974834386207,17,0,0,0,2901197.879999982,3464405565.4250393,1041201168.196504,1567913791.9565425,0.0,505800000.0,0.0,304616605.2720003,34914000.0,9960000.0,10125000.000000002,5,12,18,0.0,78395689.59782715,0.0,758421.1816467383,Production:,0.0,561977.6844777985,2245046.23421882,25552538.62651163,0.0,62966729.85626397,37652863.1198175,0.0,0.0,46537706.34319048,76623817.9712187,0.0,established:,0.0,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.0,953.0,1209.0,0.0,decommissioned:,66.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2004,3,4,RF,0.8,0.5,True,True,False,no-metal-air,0.994930382135708,672.9813895225525,13788336128.761665,6893628832.971405,4157992808.387365,156327000.0,1953300800.0,405400836.4917357,0.0,0.0,0.0,0.0,148685296.5645329,0.0,0.0,71922091.52777812,0.0,0.0,0,5005.406480304562,2932.941463831437,17,0,0,0,2901197.879999982,6894707295.79026,1388323556.8927374,4051164756.4157467,0.0,505800000.0,0.0,883226982.4817786,54252000.0,11940000.0,13499999.999999996,10,13,23,0.0,202558237.82078725,0.0,1933199.7715616056,Production:,0.0,542584.1436126741,2282913.6449875175,25659303.649200097,0.0,81080167.29834716,0.0,0.0,0.0,46537706.343190454,57166818.7014386,0.0,established:,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,953.0,902.0,0.0,decommissioned:,69.0,6.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2004,3,4,RF,0.85,0.5,True,True,False,no-metal-air,0.8026764725753114,689.9905507564545,14692522812.904507,6876607431.462837,4169339374.0017295,155300000.0,1966286600.0,365044286.74216825,0.0,0.0,0.0,0.0,148715079.1911624,0.0,0.0,71922091.52777812,0.0,0.0,0,5006.507254728298,2933.4478042680958,17,0,0,0,2901197.879999982,7815915381.441669,1041174193.0242205,5324749662.076117,0.0,505800000.0,0.0,880003526.3413341,50688000.0,13500000.0,10125000.000000002,10,15,20,0.0,266237483.1038057,0.0,308665.3717848161,Production:,0.0,571571.4731404121,2266338.668039511,25676001.358438764,0.0,67592967.22732845,13539725.302762965,0.0,0.0,46537706.343190454,57166818.7014386,0.0,established:,0.0,0.0,0.0,0.0,0.0,95.0,3.0,0.0,0.0,953.0,902.0,0.0,decommissioned:,67.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2004,3,4,HE,0.85,0.5,True,True,False,no-metal-air,0.6296180116790179,716.3340322971344,14147980308.38496,10034852924.70863,6280598383.668278,148300000.0,2776165600.0,619133620.7094544,0.0,0.0,0.0,0.0,138733228.80311894,0.0,0.0,71922091.52777812,0.0,0.0,0,4176.432385059635,3144.9643407586805,17,0,0,0,2901197.879999982,4113127383.6763296,1041192953.0453188,2031926522.392271,0.0,505800000.0,18989039.804073982,469012868.4346675,31746000.00000003,14459999.999999994,10125000.000000002,10,16,19,1898.9039804073982,101596326.11961345,0.0,620162.2324676326,Production:,0.0,571571.4731404003,2220176.068513424,23264818.351569254,0.0,122093972.14189091,4331880.0,0.0,0.0,46017836.10110752,100580644.43368414,0.0,established:,0.0,0.0,0.0,0.0,0.0,154.0,1.0,0.0,0.0,953.0,1587.0,0.0,decommissioned:,53.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,HE,0.85,0.5,True,True,False,no-metal-air,0.7002915763161343,782.7877564430237,12636090800.283957,8963444517.846882,5651856816.562308,153800000.0,2525309600.0,466535092.9111581,0.0,0.0,0.0,0.0,94020916.8456375,0.0,0.0,71922091.52777812,0.0,0.0,0,2694.0849431781376,2244.0726646836015,17,0,0,0,2901197.879999982,3672646282.437075,1041158817.8607087,1714394648.7764404,0.0,505800000.0,-7.410562710941484e-05,362638815.8000003,39864000.0,8790000.0,10125000.000000002,6,11,20,-7.410562830045821e-09,85719732.43882188,0.0,52658.59058572054,Production:,0.0,561977.6844777992,2241260.5933022234,24390830.500697546,0.0,79697398.04136164,34024051.35217495,0.0,0.0,46409441.947144434,88728986.89802,0.0,established:,0.0,0.0,0.0,0.0,0.0,116.0,8.0,0.0,0.0,953.0,1400.0,0.0,decommissioned:,64.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2004,3,4,ME,0.95,0.5,True,True,False,no-metal-air,0.37204611286780315,830.129575252533,16010739218.02256,8282522044.286076,5153565296.0039835,151300000.0,2352621600.0,390376044.72081244,0.0,0.0,0.0,0.0,162737012.03350008,0.0,0.0,71922091.52777812,0.0,0.0,0,5484.175928747966,3205.389348105795,17,0,0,0,2901197.879999982,7728217173.7364855,347084589.2548959,6240584751.131372,0.0,505800000.0,0.0,581833833.3502227,40194000.0,12720000.0,3375000.000000003,9,14,20,0.0,312029237.5565686,0.0,543564.4308500995,Production:,0.0,571571.4731403998,2282913.6449875045,25466051.95390542,0.0,62933082.937675245,37855315.01621813,0.0,0.0,46537706.34319049,76469084.72368148,0.0,established:,0.0,0.0,0.0,0.0,0.0,104.0,9.0,0.0,0.0,953.0,1207.0,0.0,decommissioned:,59.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,RF,0.85,0.5,True,True,False,no-metal-air,0.6671680873537044,886.0511019229889,13501252842.236452,6687055420.894653,4029599326.857322,155331500.0,1921224000.0,334851950.2947725,0.0,0.0,0.0,0.0,174126552.21478122,0.0,0.0,71922091.52777812,0.0,0.0,0,6061.039914196979,3270.1422388591077,17,0,0,0,2901197.879999982,6814197421.341799,1041241638.7523005,4751936914.154835,0.0,505800000.0,0.0,469012868.4346671,31746000.0,14460000.0,10125000.000000002,8,16,17,0.0,237596845.70774174,0.0,1430077.2216213979,Production:,0.0,533873.713330797,2282913.6449875054,25960926.590776853,0.0,58553001.82838694,21043470.57641889,0.0,0.0,46537706.343190454,55835883.897968225,0.0,established:,0.0,0.0,0.0,0.0,0.0,83.0,5.0,0.0,0.0,953.0,881.0,0.0,decommissioned:,67.0,7.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,RF,0.8,0.5,True,True,False,no-metal-air,0.7679484098502781,924.8060460090637,12577256623.524973,6689592221.051086,4047682915.8052154,156327000.0,1920012800.0,347631466.520054,0.0,0.0,0.0,0.0,146015947.19804344,0.0,0.0,71922091.52777812,0.0,0.0,0,4897.573879817173,2895.142238859102,17,0,0,0,2901197.879999982,5887664402.4738865,1388293525.5447507,3478352008.4944677,0.0,505800000.0,0.0,469012868.4346671,31746000.0,14460000.0,13499999.999999996,8,16,17,0.0,173917600.42472324,0.0,1430077.2216214412,Production:,0.0,534499.9847146017,2282913.6449875045,25830656.225244083,0.0,62788086.58966472,16845516.785865143,0.0,0.0,46537706.34319049,55835883.89796831,0.0,established:,0.0,0.0,0.0,0.0,0.0,87.0,4.0,0.0,0.0,953.0,881.0,0.0,decommissioned:,69.0,6.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HX,0.8,0.5,True,True,False,no-metal-air,0.9881396283034962,121.8533935546875,10349337824.939602,8100078853.584559,5109792373.344818,158300000.0,2299632600.0,395105631.59739614,0.0,0.0,0.0,0.0,65326157.11456756,0.0,0.0,71922091.52777812,0.0,0.0,0,1874.3366579682388,1557.1463524041437,17,0,0,0,2901197.879999982,2249258971.3550425,1388336635.7611642,124750423.30765569,0.0,505800000.0,0.0,190183912.2862224,30228000.0,9960000.0,13499999.999999996,3,12,16,0.0,6237521.165382786,0.0,2145947.0929067037,Production:,0.0,529603.9804185999,2241260.593302224,25049263.604602598,0.0,64348792.937772706,36680833.45426633,0.0,0.0,46509430.51902672,76687195.81900302,0.0,established:,0.0,0.0,0.0,0.0,0.0,101.0,9.0,0.0,0.0,953.0,1210.0,0.0,decommissioned:,73.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,RF,0.8,0.5,True,True,False,no-metal-air,0.999753078612808,127.99257731437683,12007939655.069942,6623279144.5134735,4042506045.2436614,159300000.0,1897799600.0,343772974.34157175,0.0,0.0,0.0,0.0,107978433.40046184,0.0,0.0,71922091.52777812,0.0,0.0,0,3531.6610049205883,2215.4206989451286,17,0,0,0,2901197.879999982,5384660510.556469,1388303007.9046612,3080524686.8518066,0.0,505800000.0,0.0,362638815.8000003,37554000.0,9840000.0,13499999.999999996,6,12,19,0.0,154026234.34259024,0.0,1588987.2643016896,Production:,0.0,529603.9804185999,2282913.6449875054,25521530.679315988,0.0,62246663.36930478,16269828.747523867,0.0,0.0,46537706.343190454,54504949.094497986,0.0,established:,0.0,0.0,0.0,0.0,0.0,89.0,4.0,0.0,0.0,953.0,860.0,0.0,decommissioned:,75.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,ME,0.8,0.5,True,True,False,no-metal-air,0.9059808620938768,140.5686731338501,11579822693.897938,7814901572.670696,4848023558.819676,155300000.0,2222921600.0,393297952.76014185,0.0,6.5664667772579815e-06,0.0,0.0,123436369.56310087,0.0,0.0,71922091.52777812,0.0,6.385738333847259e-08,0,4030.754405368349,2537.9409186894436,17,0,0,0,2901197.879999982,3764921121.2272425,1388331587.267736,1514688560.2661774,0.0,505800000.0,0.0,314286973.69333154,28973999.999999914,12840000.0,13499999.999999933,5,15,16,0.0,75734428.01330882,1.204856289405143e-06,2060054.084516572,Production:,1.3848922866725785e-07,529603.9804186167,2282913.644987505,25501526.617785856,0.0,66657018.027737334,30006431.310727283,0.0,1.2902380726449426e-09,46537706.343190454,72549785.52925925,0.0,established:,0.0,0.0,0.0,0.0,0.0,98.0,7.0,0.0,1.503935499763765e-13,953.0,1145.0,0.0,decommissioned:,67.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,ME,0.95,0.5,True,True,False,no-metal-air,0.6393168557702926,144.05113410949707,14886993034.829563,7902529008.170485,4911688429.321524,155800000.0,2240895600.0,392634554.2452654,0.0,0.0,0.0,0.0,129588333.07591663,0.0,0.0,71922091.52777812,0.0,0.0,0,4144.86007666082,2736.1725367947065,17,0,0,0,2901197.879999982,6984464026.65908,347140396.0367697,5776855841.139643,0.0,505800000.0,0.0,309451789.48266697,35376000.0,9840000.0,3375000.000000002,5,12,18,0.0,288842792.0569824,0.0,1470739.5239424491,Production:,0.0,561977.6844777996,2282913.6449875054,25757702.131970722,0.0,66287809.81535003,30597752.58425763,0.0,0.0,46537706.343190454,73050185.23065743,0.0,established:,0.0,0.0,0.0,0.0,0.0,101.0,7.0,0.0,0.0,953.0,1153.0,0.0,decommissioned:,68.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HX,0.85,0.5,True,True,False,no-metal-air,0.9720093633135191,156.82928848266602,11280375408.896835,8104583418.673867,5126191706.45933,159300000.0,2298855600.0,395609196.9490499,0.0,0.0,0.0,0.0,52704823.73771109,0.0,0.0,71922091.52777812,0.0,0.0,0,1434.9715348037414,1320.1463524025608,17,0,0,0,2901197.879999982,3175791990.222968,1041284748.9687177,1398335328.9680278,0.0,505800000.0,0.0,190183912.2862224,30228000.0,9960000.0,10125000.0,3,12,16,0.0,69916766.44840135,0.0,2145947.092906481,Production:,0.0,529603.9804185999,2241260.593302224,24995068.94003742,0.0,64496309.3830647,36563825.0168632,0.0,0.0,46537706.343190454,76654098.68093199,0.0,established:,0.0,0.0,0.0,0.0,0.0,102.0,9.0,0.0,0.0,953.0,1210.0,0.0,decommissioned:,75.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HE,0.8,0.5,True,True,False,no-metal-air,0.5845049321264336,177.1346983909607,11378470754.2967,8964757700.376791,5668007943.554005,156300000.0,2519267600.0,474089170.67178,0.0,0.0,0.0,0.0,75170894.62323064,0.0,0.0,71922091.52777812,0.0,0.0,0,1842.0914212655332,2051.976667570258,17,0,0,0,2901197.879999982,2413713053.919908,1388282498.5872445,225360976.37799704,0.0,505800000.0,0.0,251429578.9546669,33000000.0,9840000.0,13499999.999999996,4,12,17,0.0,11268048.818899855,0.0,1248087.4419631152,Production:,0.0,529603.9804185999,2274445.7716708314,23879462.31182589,0.0,81217652.69486709,34000453.59872223,0.0,0.0,46229637.233468205,89869788.15813743,0.0,established:,0.0,0.0,0.0,0.0,0.0,115.0,8.0,0.0,0.0,953.0,1418.0,0.0,decommissioned:,69.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,HX,0.95,0.5,True,True,False,no-metal-air,0.9873283190953323,217.90652894973755,13397895673.815302,8135018638.647624,5107984014.450029,155800000.0,2313277600.0,390729870.7197833,0.0,0.0,0.0,0.0,95305061.95003729,0.0,0.0,71922091.52777812,0.0,0.0,0,2821.8767834696782,2199.497483438411,17,0,0,0,2901197.879999982,5262877035.167678,347111852.9357181,4115083603.277301,0.0,505800000.0,0.0,251429578.9546669,34122000.0,9330000.0,3375000.000000003,4,11,18,0.0,205754180.16386533,0.0,998771.6452250072,Production:,0.0,561977.6844777996,2282913.6449875054,25449659.116681438,0.0,63139715.4850527,37515646.64725988,0.0,0.0,46537706.343190454,76621624.76324183,0.0,established:,0.0,0.0,0.0,0.0,0.0,101.0,9.0,0.0,0.0,953.0,1209.0,0.0,decommissioned:,68.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,ME,0.85,0.5,True,True,False,no-metal-air,0.673075331288837,360.24850511550903,12566500447.51406,7821225853.504425,4880822225.048698,157300000.0,2221367600.0,394257949.81176734,0.0,0.0,0.0,0.0,95555987.11619392,0.0,0.0,71922091.52777812,0.0,0.0,0,3000.2874723036525,2063.940918690042,17,0,0,0,2901197.879999982,4745274594.009634,1041168312.2831074,2788273465.926526,0.0,505800000.0,0.0,362638815.8000003,37554000.0,9840000.0,10125000.000000002,6,12,19,0.0,139413673.29632625,0.0,211022.87960568472,Production:,0.0,529603.9804185999,2282913.6449875054,25495484.096497938,0.0,67002997.83588083,29621480.316181637,0.0,0.0,46537706.343190454,72549785.52925928,0.0,established:,0.0,0.0,0.0,0.0,0.0,100.0,7.0,0.0,0.0,953.0,1145.0,0.0,decommissioned:,71.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,ME,0.95,0.5,True,True,False,no-metal-air,0.058742322602526695,387.86416578292847,14342427260.767063,7818039819.778739,4864422891.934187,156300000.0,2222144600.0,393754057.9771145,0.0,0.0,0.0,0.0,109496178.33966103,0.0,0.0,71922091.52777812,0.0,0.0,0,3515.5209388364265,2300.9409186900393,17,0,0,0,2901197.879999982,6524387440.988323,347175926.8903799,5335443277.247278,0.0,505800000.0,0.0,294946236.8506669,28182000.000000004,12840000.0,3375000.000000003,5,14,17,0.0,266772163.8623637,0.0,2060054.0845163213,Production:,0.0,529603.9804186206,2282913.6449875054,25501526.617785856,0.0,66830007.6830915,29802009.780828487,0.0,0.0,46537706.343190454,72549785.52925923,0.0,established:,0.0,0.0,0.0,0.0,0.0,99.0,7.0,0.0,0.0,953.0,1145.0,0.0,decommissioned:,69.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,ME,0.9,0.5,True,True,False,no-metal-air,0.4641116977685319,423.56287479400635,13412755019.570826,7814901572.670716,4848023558.819676,155300000.0,2222921600.0,393297952.7601412,0.0,0.0,0.0,0.0,123436369.56312831,0.0,0.0,71922091.52777812,0.0,0.0,0,4030.754405369205,2537.9409186900407,17,0,0,0,2901197.879999982,5597853446.900109,694226838.4625409,4061858371.5869017,0.0,505800000.0,0.0,294946236.8506669,28182000.0,12840000.0,6749999.999999998,5,14,16,0.0,203092918.579345,0.0,2043847.7236833244,Production:,0.0,529603.9804186107,2282913.6449875054,25519376.801550087,0.0,66657018.027737185,30006431.310727622,0.0,0.0,46537706.343190454,72549785.52925928,0.0,established:,0.0,0.0,0.0,0.0,0.0,98.0,7.0,0.0,0.0,953.0,1145.0,0.0,decommissioned:,67.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HX,0.9,0.5,True,True,False,no-metal-air,0.832784122407973,504.3963243961334,12236999526.24355,8085945562.870123,5045879296.720156,155300000.0,2296446600.0,403427725.9843887,0.0,0.0,0.0,0.0,112969848.63781007,0.0,0.0,71922091.52777812,0.0,0.0,0,3635.261163839752,2367.146352404152,17,0,0,0,2901197.879999982,4151053963.3734264,694163702.4223728,2671920234.6283937,0.0,505800000.0,0.0,236924026.32266688,32406000.0,9840000.0,6749999.999999998,4,12,17,0.0,133596011.7314195,0.0,997602.5577788262,Production:,0.0,529603.9804185999,2241260.593302224,25309707.43350113,0.0,67204330.3570348,33703037.099607386,0.0,0.0,46524360.43902672,76656449.93770091,0.0,established:,0.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,0.0,953.0,1210.0,0.0,decommissioned:,67.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,ME,0.9,0.5,True,True,False,no-metal-air,0.9705348656743351,573.0936479568481,14057934858.806923,7990681817.271714,4981966220.095495,154800000.0,2278875600.0,377681730.13688165,0.0,0.0,0.0,0.0,125436175.51157476,0.0,0.0,71922091.52777812,0.0,0.0,0,3975.1027181279733,2679.0495766420763,17,0,0,0,2901197.879999982,6067253041.535208,694182220.0817082,4503270935.479275,0.0,505800000.0,3.35288440756251e-06,320733885.97422254,31416000.0,11850000.0,6749999.999999998,5,14,17,3.35288440756251e-10,225163546.77396312,0.0,1303791.1480960462,Production:,0.0,561977.6844777996,2249471.048208464,25670842.805125106,0.0,63655753.364506796,29701481.65717387,0.0,0.0,46537706.343190454,76687195.8190029,0.0,established:,0.0,0.0,0.0,0.0,0.0,99.0,7.0,0.0,0.0,953.0,1210.0,0.0,decommissioned:,66.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,HX,0.9,0.5,True,True,False,no-metal-air,0.9593999871927519,592.064101934433,12548203753.853191,8148875655.433684,5155497757.96018,157800000.0,2317240600.0,381479781.9160805,0.0,0.0,0.0,0.0,64935424.02965054,0.0,0.0,71922091.52777812,0.0,0.0,0,1767.9688209682452,1626.4974834394272,17,0,0,0,2901197.879999982,4399328098.419506,694150155.1794779,2841498697.6169195,0.0,505800000.0,0.0,312675245.62311137,35244000.0,9960000.0,6749999.999999998,5,12,18,0.0,142074934.880846,0.0,772914.5511964455,Production:,0.0,561977.6844777996,2282913.6449875054,25342671.2584151,0.0,60005917.216207646,40725097.917521104,0.0,0.0,46537706.343190454,76591142.46097775,0.0,established:,0.0,0.0,0.0,0.0,0.0,101.0,10.0,0.0,0.0,953.0,1209.0,0.0,decommissioned:,72.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2011,3,4,HE,0.9,0.5,True,True,False,no-metal-air,0.9976321311961819,594.8025064468384,13590059457.721842,8990880156.416767,5717454149.020352,157300000.0,2525078600.0,467381597.2884523,0.0,0.0,0.0,0.0,51743718.58018523,0.0,0.0,71922091.52777812,0.0,0.0,0,1408.8039386475848,1296.0726646836083,17,0,0,0,2901197.879999982,4599179301.305075,694106931.068255,2987979554.4368215,0.0,505800000.0,0.0,362638815.8000003,39864000.0,8790000.0,6749999.999999998,6,11,20,0.0,149398977.72184095,0.0,52658.59058571873,Production:,0.0,561977.6844777996,2257835.5702502257,24247055.546592094,0.0,79924268.16359766,33880128.23523197,0.0,0.0,46421181.50020488,88700672.36801133,0.0,established:,0.0,0.0,0.0,0.0,0.0,120.0,8.0,0.0,0.0,953.0,1400.0,0.0,decommissioned:,71.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HE,0.9,0.5,True,True,False,no-metal-air,0.9751911841124608,600.1893138885498,13242272633.342743,8975493541.686996,5684407276.668516,157300000.0,2518490600.0,474330001.2459226,0.0,0.0,0.0,0.0,69043572.244777,0.0,0.0,71922091.52777812,0.0,0.0,0,1489.6123430087555,2051.976667570341,17,0,0,0,2901197.879999982,4266779091.6557474,694178725.0023414,2772530787.698741,0.0,505800000.0,0.0,251429578.9546669,33000000.0,9840000.0,6749999.999999998,4,12,17,0.0,138626539.38493678,0.0,1248087.4419631162,Production:,0.0,529603.9804185999,2262194.9238025057,23833486.779879354,0.0,81281607.60345776,33960981.61431692,0.0,0.0,46245996.60110092,89865679.63837303,0.0,established:,0.0,0.0,0.0,0.0,0.0,116.0,8.0,0.0,0.0,953.0,1418.0,0.0,decommissioned:,71.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,RF,0.95,0.5,True,True,False,no-metal-air,0.8012119054607467,602.0957922935486,14837112065.541506,6613652495.198624,3993308045.9001284,156300000.0,1900130600.0,342049367.33422065,0.0,0.0,0.0,0.0,149942390.43649644,0.0,0.0,71922091.52777812,0.0,0.0,0,5085.609646317545,2926.420698945127,17,0,0,0,2901197.879999982,8223459570.342882,347173140.18196446,6901279403.832916,0.0,505800000.0,0.0,420661026.3280004,37686000.0,10860000.0,3375000.000000003,7,12,20,0.0,345063970.1916453,0.0,2018221.6033208573,Production:,0.0,529603.9804185997,2282913.6449875054,25695519.63700334,0.0,61724920.85447643,16712381.530919218,0.0,0.0,46537706.343190454,54504949.094498016,0.0,established:,0.0,0.0,0.0,0.0,0.0,86.0,4.0,0.0,0.0,953.0,860.0,0.0,decommissioned:,69.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,joint_CF_with_extreme_days,2020,3,4,HE,0.85,0.5,True,True,False,no-metal-air,0.7766379503375686,606.7191035747528,12321560694.822962,8981314622.035126,5699122353.949645,157800000.0,2521130600.0,464166659.6922796,0.0,0.0,0.0,0.0,67172916.86544248,0.0,0.0,71922091.52777812,0.0,0.0,0,1382.0014090491577,2051.9766675667292,17,0,0,0,2901197.879999982,3340246072.7878356,1041230611.7947896,1498945882.0383787,0.0,505800000.0,0.0,251429578.9546669,33000000.0,9840000.0,10125000.000000002,4,12,17,0.0,74947294.10191886,0.0,1248087.441963116,Production:,0.0,529603.9804185999,2257835.5702502257,23824000.01544813,0.0,77892929.08939658,37351007.12264832,0.0,0.0,46250355.9546532,89865679.6383729,0.0,established:,0.0,0.0,0.0,0.0,0.0,114.0,9.0,0.0,0.0,953.0,1418.0,0.0,decommissioned:,72.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
